device_id,f_steps_avg_length_active_bout_minutes_mo_wkdy_half_sem_2017-01-18,f_steps_avg_length_active_bout_minutes_mo_wkdy_half_sem_2017-03-01,f_steps_avg_length_sedentary_bout_minutes_mo_wkdy_half_sem_2017-01-18,f_steps_avg_length_sedentary_bout_minutes_mo_wkdy_half_sem_2017-03-01,f_steps_avg_step_active_bout_mo_wkdy_half_sem_2017-01-18,f_steps_avg_step_active_bout_mo_wkdy_half_sem_2017-03-01,f_steps_max_length_active_bout_minutes_mo_wkdy_half_sem_2017-01-18,f_steps_max_length_active_bout_minutes_mo_wkdy_half_sem_2017-03-01,f_steps_max_length_sedentary_bout_minutes_mo_wkdy_half_sem_2017-01-18,f_steps_max_length_sedentary_bout_minutes_mo_wkdy_half_sem_2017-03-01,f_steps_max_step_active_bout_mo_wkdy_half_sem_2017-01-18,f_steps_max_step_active_bout_mo_wkdy_half_sem_2017-03-01,f_steps_max_steps_mo_wkdy_half_sem_2017-01-18,f_steps_max_steps_mo_wkdy_half_sem_2017-03-01,f_steps_min_length_active_bout_minutes_mo_wkdy_half_sem_2017-01-18,f_steps_min_length_active_bout_minutes_mo_wkdy_half_sem_2017-03-01,f_steps_min_length_sedentary_bout_minutes_mo_wkdy_half_sem_2017-01-18,f_steps_min_length_sedentary_bout_minutes_mo_wkdy_half_sem_2017-03-01,f_steps_min_step_active_bout_mo_wkdy_half_sem_2017-01-18,f_steps_min_step_active_bout_mo_wkdy_half_sem_2017-03-01,f_steps_num_active_bout_mo_wkdy_half_sem_2017-01-18,f_steps_num_active_bout_mo_wkdy_half_sem_2017-03-01,f_steps_num_samples_steps_mo_wkdy_half_sem_2017-01-18,f_steps_num_samples_steps_mo_wkdy_half_sem_2017-03-01,f_steps_num_sedentary_bout_mo_wkdy_half_sem_2017-01-18,f_steps_num_sedentary_bout_mo_wkdy_half_sem_2017-03-01,f_steps_sum_steps_mo_wkdy_half_sem_2017-01-18,f_steps_sum_steps_mo_wkdy_half_sem_2017-03-01
cd20f78a-3ab7-4bb5-b400-e4af17ddef1f,10,12.0,43,52.0,273,256.0,45,50.0,480,735.0,2120,2261.0,597,582.0,5,5.0,5,5.0,10,10.0,181,106.0,1971,1387.0,181,107.0,50722,27785.0
cf5aaf0c-8b7b-4781-9109-cd32e2b8588e,15,15.0,75,100.0,504,453.0,115,70.0,350,755.0,7609,2298.0,838,607.0,5,5.0,5,5.0,10,10.0,119,140.0,2190,3285.0,120,141.0,60579,64004.0
d0a1ab1f-7d61-4071-a0e5-21d31dcbf7d4,14,12.0,47,109.0,365,340.0,60,40.0,530,1480.0,1697,1104.0,607,584.0,5,5.0,5,5.0,10,10.0,175,41.0,2190,1022.0,176,42.0,64613,14089.0
d1ac58f8-4334-4249-ad23-1746fed138b1,18,17.0,78,81.0,524,482.0,85,100.0,435,665.0,1837,3498.0,620,586.0,5,5.0,5,5.0,10,10.0,112,165.0,2190,3285.0,113,165.0,59454,80677.0
d1ff441d-a66a-45ab-b1b2-372042b29762,16,18.0,49,56.0,483,492.0,65,70.0,515,1020.0,2925,2381.0,627,610.0,5,5.0,5,5.0,10,10.0,165,213.0,2190,3212.0,165,214.0,80464,105490.0
d5aac654-91bb-4ae4-b8cf-5704421fd07e,13,15.0,45,60.0,359,413.0,45,80.0,710,590.0,1809,4089.0,575,580.0,5,5.0,5,5.0,10,10.0,135,133.0,1606,2044.0,135,134.0,48887,55383.0
d87719f9-6868-47bb-91d5-02acf9190f94,24,23.0,43,42.0,836,717.0,145,260.0,305,390.0,8974,14572.0,860,897.0,5,5.0,5,5.0,10,10.0,162,248.0,2190,3285.0,163,248.0,136147,179187.0
db4bc043-4f67-418c-bd8a-e15543032389,15,15.0,38,53.0,495,467.0,55,160.0,240,345.0,3291,2605.0,622,631.0,5,5.0,5,5.0,10,10.0,205,183.0,2190,2555.0,205,184.0,102316,86329.0
dba4459b-ef47-43cc-b721-364c0406f355,12,12.0,53,69.0,404,361.0,40,80.0,260,645.0,1366,1509.0,683,673.0,5,5.0,5,5.0,10,10.0,165,198.0,2190,3285.0,166,199.0,67627,72481.0
dec05b58-d6d4-4478-b730-3fd040c4e52d,11,10.0,47,77.0,344,372.0,45,30.0,385,625.0,2017,1267.0,625,640.0,5,5.0,5,5.0,10,10.0,172,62.0,2044,1095.0,173,62.0,60025,23340.0
dfa65587-95f0-4384-9d81-64a15e78bf16,16,18.0,56,65.0,515,509.0,120,85.0,570,530.0,5834,4059.0,752,649.0,5,5.0,5,5.0,10,10.0,145,156.0,2117,2628.0,145,157.0,75569,80446.0
e1f9e6dd-d065-4590-b3da-8074a91dce27,14,14.0,60,61.0,409,459.0,50,70.0,560,655.0,1717,3117.0,629,634.0,5,5.0,5,5.0,10,10.0,146,216.0,2190,3285.0,147,216.0,60267,99951.0
e261bc00-2e1f-4c98-8511-deedb1d77739,12,12.0,49,51.0,415,391.0,55,60.0,280,460.0,3973,2562.0,750,638.0,5,5.0,5,5.0,10,10.0,175,257.0,2190,3285.0,175,258.0,73195,101499.0
e288098a-788a-4d3b-8fa2-0cf863eebf75,14,12.0,46,87.0,500,338.0,90,40.0,225,865.0,6048,2287.0,610,591.0,5,5.0,5,5.0,10,10.0,179,139.0,2190,2774.0,180,139.0,90347,47754.0
e322dd4d-798b-4536-af6f-fe3404a15fce,16,14.0,61,85.0,536,498.0,145,70.0,340,625.0,3168,4154.0,608,756.0,5,5.0,5,5.0,10,10.0,141,163.0,2190,3285.0,142,163.0,76243,81924.0
e5847047-48e7-4aec-9ab2-e03a432ad442,17,16.0,46,58.0,661,602.0,75,65.0,200,675.0,3259,2962.0,625,646.0,5,5.0,5,5.0,10,10.0,169,209.0,2190,3139.0,169,209.0,112436,126972.0
e6ad33da-3083-4dad-85a6-b06dd345975b,14,12.0,90,100.0,315,208.0,85,65.0,635,590.0,4012,2343.0,593,580.0,5,5.0,5,5.0,10,10.0,97,125.0,2044,2847.0,98,126.0,31246,26994.0
e9d0cdd9-b664-453d-9bcf-c5f560519dc9,16,16.0,89,81.0,573,494.0,45,70.0,300,350.0,2134,2811.0,638,657.0,5,5.0,5,5.0,10,10.0,103,168.0,2190,3285.0,103,168.0,59546,83909.0
eb8051d8-bc9c-47f9-b663-89583b35f37b,14,14.0,46,54.0,372,360.0,70,75.0,270,320.0,1922,1984.0,594,621.0,5,5.0,5,5.0,10,10.0,178,184.0,2190,2555.0,179,184.0,67064,66969.0
ec54b478-47e0-444d-90a1-bfb45b416bee,14,17.0,62,62.0,502,540.0,50,130.0,505,600.0,2380,4310.0,674,700.0,5,5.0,5,5.0,10,10.0,128,118.0,1971,1898.0,129,119.0,64963,64330.0
ee099a8f-8baf-408e-bf0f-3cf1a3d51790,20,16.0,44,56.0,748,600.0,145,140.0,515,470.0,6887,8444.0,663,656.0,5,5.0,5,5.0,10,10.0,163,201.0,2117,2920.0,163,202.0,122832,121708.0
ee6eb822-8fdb-4821-b759-5dedcfadd2f2,8,,218,,267,,25,,1475,,1500,,633,,5,,5,,10,,28,,1314,,29,,7579,
f2eb226f-61b4-44b9-8e1d-4f6de1438a29,13,12.0,38,50.0,357,314.0,70,60.0,230,290.0,2643,3391.0,569,580.0,5,5.0,5,5.0,10,10.0,211,263.0,2190,3285.0,211,264.0,76722,84439.0
f4f84e15-621a-4900-96f1-a8d058066570,15,15.0,173,173.0,387,413.0,80,90.0,1260,1135.0,2879,4749.0,652,740.0,5,5.0,5,5.0,10,10.0,57,86.0,2190,3285.0,58,87.0,22327,35962.0
f5de7b18-5058-41c2-b957-da926c7dcba9,19,15.0,57,62.0,742,563.0,75,145.0,295,620.0,3779,5965.0,636,611.0,5,5.0,5,5.0,10,10.0,142,211.0,2190,3285.0,143,211.0,106080,119989.0
f7ea4330-8f1c-4042-b5ea-13726c70efb1,16,11.0,49,83.0,517,295.0,60,45.0,440,675.0,1786,2516.0,631,608.0,5,5.0,5,5.0,10,10.0,166,172.0,2190,3285.0,166,173.0,86784,51875.0
f92b4712-d45b-4aa6-bacc-fee783b55290,22,20.0,45,43.0,723,750.0,170,195.0,500,490.0,6675,12705.0,612,837.0,5,5.0,5,5.0,10,10.0,161,253.0,2190,3212.0,162,254.0,117248,191253.0
fc56152c-3430-4952-88cc-f52240fa3092,16,15.0,50,49.0,522,494.0,55,65.0,865,285.0,1750,3835.0,618,603.0,5,5.0,5,5.0,10,10.0,163,249.0,2190,3285.0,163,250.0,85744,124150.0
fd5999a3-6d93-4479-8a7a-91fb7f8f0270,15,13.0,166,115.0,557,309.0,85,125.0,1150,755.0,4079,2459.0,619,627.0,5,5.0,5,5.0,10,10.0,59,90.0,2190,2336.0,60,91.0,33339,28287.0
fe880b1f-df9c-476f-a7b3-ac363000fee7,18,11.0,55,73.0,654,295.0,80,30.0,270,345.0,5266,973.0,776,579.0,5,5.0,5,5.0,10,10.0,74,51.0,1095,876.0,74,52.0,48767,15303.0
fe94368f-79f1-48b2-a40e-234130e09164,22,22.0,55,56.0,664,618.0,145,150.0,395,650.0,4125,5148.0,634,615.0,5,5.0,5,5.0,10,10.0,141,207.0,2190,3285.0,141,208.0,94419,128966.0
