device_id,f_blue_avg_num_scans_of_all_devices_of_others_mo_wkend_half_sem_2017-01-18,f_blue_avg_num_scans_of_all_devices_of_others_mo_wkend_half_sem_2017-03-01,f_blue_avg_num_scans_of_all_devices_of_self_mo_wkend_half_sem_2017-01-18,f_blue_avg_num_scans_of_all_devices_of_self_mo_wkend_half_sem_2017-03-01,f_blue_num_scans_of_least_frequent_device_mo_wkend_half_sem_2017-01-18,f_blue_num_scans_of_least_frequent_device_mo_wkend_half_sem_2017-03-01,f_blue_num_scans_of_least_frequent_device_of_others_mo_wkend_half_sem_2017-01-18,f_blue_num_scans_of_least_frequent_device_of_others_mo_wkend_half_sem_2017-03-01,f_blue_num_scans_of_least_frequent_device_of_self_mo_wkend_half_sem_2017-01-18,f_blue_num_scans_of_least_frequent_device_of_self_mo_wkend_half_sem_2017-03-01,f_blue_num_scans_of_most_frequent_device_mo_wkend_half_sem_2017-01-18,f_blue_num_scans_of_most_frequent_device_mo_wkend_half_sem_2017-03-01,f_blue_num_scans_of_most_frequent_device_of_others_mo_wkend_half_sem_2017-01-18,f_blue_num_scans_of_most_frequent_device_of_others_mo_wkend_half_sem_2017-03-01,f_blue_num_scans_of_most_frequent_device_of_self_mo_wkend_half_sem_2017-01-18,f_blue_num_scans_of_most_frequent_device_of_self_mo_wkend_half_sem_2017-03-01,f_blue_number_samples_bluetooth_mo_wkend_half_sem_2017-01-18,f_blue_number_samples_bluetooth_mo_wkend_half_sem_2017-03-01,f_blue_number_unique_devices_mo_wkend_half_sem_2017-01-18,f_blue_number_unique_devices_mo_wkend_half_sem_2017-03-01,f_blue_number_unique_devices_of_others_mo_wkend_half_sem_2017-01-18,f_blue_number_unique_devices_of_others_mo_wkend_half_sem_2017-03-01,f_blue_number_unique_devices_of_self_mo_wkend_half_sem_2017-01-18,f_blue_number_unique_devices_of_self_mo_wkend_half_sem_2017-03-01,f_blue_std_num_scans_of_all_devices_of_others_mo_wkend_half_sem_2017-01-18,f_blue_std_num_scans_of_all_devices_of_others_mo_wkend_half_sem_2017-03-01,f_blue_std_num_scans_of_all_devices_of_self_mo_wkend_half_sem_2017-01-18,f_blue_std_num_scans_of_all_devices_of_self_mo_wkend_half_sem_2017-03-01,f_blue_sum_num_scans_of_all_devices_of_others_mo_wkend_half_sem_2017-01-18,f_blue_sum_num_scans_of_all_devices_of_others_mo_wkend_half_sem_2017-03-01,f_blue_sum_num_scans_of_all_devices_of_self_mo_wkend_half_sem_2017-01-18,f_blue_sum_num_scans_of_all_devices_of_self_mo_wkend_half_sem_2017-03-01
e5847047-48e7-4aec-9ab2-e03a432ad442,,2.58,,14.5,,1.0,,1.0,,9.0,,20.0,,13.0,,20.0,,158.0,,52.0,,50.0,,2.0,,2.12939,,7.77817,,129.0,,29.0
e6ad33da-3083-4dad-85a6-b06dd345975b,11.7255,40.1613,3172.0,0.0,1.0,2.0,1.0,2.0,3172.0,0.0,3172.0,431.0,94.0,431.0,3172.0,0.0,3770.0,1245.0,52.0,31.0,51.0,31.0,1.0,0.0,18.2943,82.0362,,0.0,598.0,1245.0,3172.0,0.0
e9d0cdd9-b664-453d-9bcf-c5f560519dc9,1.625,1.49091,0.0,14.0,1.0,1.0,1.0,1.0,0.0,14.0,6.0,14.0,6.0,10.0,0.0,14.0,13.0,96.0,8.0,56.0,8.0,55.0,0.0,1.0,1.76777,1.75196,0.0,,13.0,82.0,0.0,14.0
eb8051d8-bc9c-47f9-b663-89583b35f37b,2.89796,1.88312,7.0,5.0,1.0,1.0,1.0,1.0,7.0,3.0,10.0,11.0,10.0,11.0,7.0,9.0,149.0,160.0,50.0,80.0,49.0,77.0,1.0,3.0,2.2661,1.7545,,3.4641,142.0,145.0,7.0,15.0
ec54b478-47e0-444d-90a1-bfb45b416bee,1.6,1.95775,3.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,13.0,3.0,10.0,5.0,13.0,14.0,163.0,7.0,74.0,5.0,71.0,2.0,3.0,0.894427,1.78435,2.82843,5.56776,8.0,139.0,6.0,24.0
ee099a8f-8baf-408e-bf0f-3cf1a3d51790,2.44737,1.59615,5.0,6.33333,1.0,1.0,1.0,1.0,2.0,3.0,11.0,8.0,11.0,5.0,10.0,8.0,113.0,102.0,42.0,55.0,38.0,52.0,4.0,3.0,1.96864,1.10719,3.55903,2.88675,93.0,83.0,20.0,19.0
ee6eb822-8fdb-4821-b759-5dedcfadd2f2,3.0,0.0,23.3333,3.66667,1.0,2.0,3.0,0.0,1.0,2.0,36.0,5.0,3.0,0.0,36.0,5.0,73.0,11.0,4.0,3.0,1.0,0.0,3.0,3.0,,0.0,19.3993,1.52753,3.0,0.0,70.0,11.0
f2eb226f-61b4-44b9-8e1d-4f6de1438a29,1.6039,,16.7333,,1.0,,1.0,,1.0,,150.0,,13.0,,150.0,,498.0,,169.0,,154.0,,15.0,,1.71277,,37.6458,,247.0,,251.0,
f4f84e15-621a-4900-96f1-a8d058066570,3.0,2.16667,1.0,4.66667,1.0,1.0,1.0,1.0,1.0,2.0,4.0,9.0,4.0,9.0,1.0,6.0,16.0,40.0,6.0,15.0,5.0,12.0,1.0,3.0,1.22474,2.24958,,2.3094,15.0,26.0,1.0,14.0
f5de7b18-5058-41c2-b957-da926c7dcba9,3.66667,1.31579,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,27.0,2.0,27.0,2.0,0.0,0.0,44.0,25.0,12.0,19.0,12.0,19.0,0.0,0.0,7.54783,0.477567,0.0,0.0,44.0,25.0,0.0,0.0
f7ea4330-8f1c-4042-b5ea-13726c70efb1,1.16667,4.5,3.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,7.0,7.0,2.0,7.0,7.0,0.0,19.0,18.0,10.0,4.0,6.0,4.0,4.0,0.0,0.408248,2.38048,2.70801,0.0,7.0,18.0,12.0,0.0
f92b4712-d45b-4aa6-bacc-fee783b55290,3.7,3.56863,39.0,62.0,1.0,1.0,1.0,1.0,39.0,62.0,39.0,62.0,25.0,27.0,39.0,62.0,224.0,426.0,51.0,103.0,50.0,102.0,1.0,1.0,5.13591,5.13676,,,185.0,364.0,39.0,62.0
fc56152c-3430-4952-88cc-f52240fa3092,,1.96276,,149.5,,1.0,,1.0,,41.0,,258.0,,31.0,,258.0,,1353.0,,539.0,,537.0,,2.0,,2.6057,,153.442,,1054.0,,299.0
fd5999a3-6d93-4479-8a7a-91fb7f8f0270,1.0,2.28571,0.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,5.0,1.0,5.0,0.0,4.0,1.0,20.0,1.0,8.0,1.0,7.0,0.0,1.0,,1.70434,0.0,,1.0,16.0,0.0,4.0
fe880b1f-df9c-476f-a7b3-ac363000fee7,2.7,2.05882,25.0,11.0,1.0,1.0,1.0,1.0,14.0,7.0,36.0,15.0,15.0,10.0,36.0,15.0,77.0,57.0,12.0,19.0,10.0,17.0,2.0,2.0,4.3729,2.30409,15.5563,5.65685,27.0,35.0,50.0,22.0
fe94368f-79f1-48b2-a40e-234130e09164,1.5,1.16667,0.0,81.0,1.0,1.0,1.0,1.0,0.0,81.0,2.0,81.0,2.0,2.0,0.0,81.0,6.0,95.0,4.0,13.0,4.0,12.0,0.0,1.0,0.57735,0.389249,0.0,,6.0,14.0,0.0,81.0
