device_id,f_slp_avg_length_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_avg_length_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_avg_length_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_avg_length_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_avg_length_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_avg_length_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_avg_length_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_avg_length_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_end_time_max_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_end_time_max_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_end_time_max_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_end_time_max_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_end_time_max_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_end_time_max_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_end_time_max_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_end_time_max_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_end_time_min_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_end_time_min_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_end_time_min_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_end_time_min_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_end_time_min_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_end_time_min_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_end_time_min_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_end_time_min_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_max_length_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_max_length_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_max_length_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_max_length_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_max_length_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_max_length_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_max_length_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_max_length_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_min_length_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_min_length_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_min_length_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_min_length_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_min_length_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_min_length_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_min_length_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_min_length_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_num_0_ev_wkend_half_sem_2017-01-18,f_slp_num_0_ev_wkend_half_sem_2017-03-01,f_slp_num_asleep_bouts_ev_wkend_half_sem_2017-01-18,f_slp_num_asleep_bouts_ev_wkend_half_sem_2017-03-01,f_slp_num_asleep_ev_wkend_half_sem_2017-01-18,f_slp_num_asleep_ev_wkend_half_sem_2017-03-01,f_slp_num_awake_bouts_ev_wkend_half_sem_2017-01-18,f_slp_num_awake_bouts_ev_wkend_half_sem_2017-03-01,f_slp_num_awake_ev_wkend_half_sem_2017-01-18,f_slp_num_awake_ev_wkend_half_sem_2017-03-01,f_slp_num_restless_bouts_ev_wkend_half_sem_2017-01-18,f_slp_num_restless_bouts_ev_wkend_half_sem_2017-03-01,f_slp_num_restless_ev_wkend_half_sem_2017-01-18,f_slp_num_restless_ev_wkend_half_sem_2017-03-01,f_slp_num_samples_sleep_ev_wkend_half_sem_2017-01-18,f_slp_num_samples_sleep_ev_wkend_half_sem_2017-03-01,f_slp_num_totalsleep_bouts_ev_wkend_half_sem_2017-01-18,f_slp_num_totalsleep_bouts_ev_wkend_half_sem_2017-03-01,f_slp_sleep_eff_general_strong_ev_wkend_half_sem_2017-01-18,f_slp_sleep_eff_general_strong_ev_wkend_half_sem_2017-03-01,f_slp_sleep_eff_general_weak_ev_wkend_half_sem_2017-01-18,f_slp_sleep_eff_general_weak_ev_wkend_half_sem_2017-03-01,f_slp_sleep_eff_max_bout_strong_ev_wkend_half_sem_2017-01-18,f_slp_sleep_eff_max_bout_strong_ev_wkend_half_sem_2017-03-01,f_slp_sleep_eff_max_bout_weak_ev_wkend_half_sem_2017-01-18,f_slp_sleep_eff_max_bout_weak_ev_wkend_half_sem_2017-03-01,f_slp_start_time_max_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_start_time_max_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_start_time_max_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_start_time_max_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_start_time_max_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_start_time_max_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_start_time_max_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_start_time_max_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_start_time_min_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_start_time_min_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_start_time_min_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_start_time_min_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_start_time_min_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_start_time_min_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_start_time_min_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_start_time_min_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_sum_length_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_sum_length_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_sum_length_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_sum_length_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_sum_length_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_sum_length_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_sum_length_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_sum_length_bout_totalsleep_ev_wkend_half_sem_2017-03-01
4522b36a-6215-4768-b42a-55e79677d4ec,14.0,24.0,3.0,3.0,1.0,1.0,194.0,301.0,0 days 23:28:00.000000000,0 days 23:00:00.000000000,0 days 23:59:00.000000000,0 days 23:03:00.000000000,0 days 23:40:00.000000000,0 days 23:47:00.000000000,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 23:37:00.000000000,0 days 23:03:00.000000000,0 days 23:59:00.000000000,0 days 21:18:00.000000000,0 days 23:51:00.000000000,0 days 23:10:00.000000000,0 days 23:59:00.000000000,0 days 23:00:00.000000000,56.0,111.0,3.0,7.0,3.0,5.0,194.0,411.0,2.0,1.0,3.0,1.0,1.0,1.0,194.0,192.0,0.0,122.0,12.0,23.0,174.0,556.0,1.0,4.0,3.0,12.0,12.0,23.0,17.0,35.0,194.0,725.0,1.0,2.0,0.896907,0.922056,0.984536,0.980099,1.0,1.0,1.0,1.0,0 days 23:05:00.000000000,0 days 22:10:00.000000000,0 days 23:56:00.000000000,0 days 22:56:00.000000000,0 days 23:37:00.000000000,0 days 23:42:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 23:56:00.000000000,0 days 21:17:00.000000000,0 days 23:50:00.000000000,0 days 23:09:00.000000000,0 days 00:00:00.000000000,0 days 22:46:00.000000000,174.0,556.0,3.0,12.0,17.0,35.0,194.0,603.0
4d4c47ec-5a3c-4c9c-b32b-83da30500857,0.0,11.0,0.0,0.0,0.0,6.0,0.0,28.0,,0 days 23:00:00.000000000,,,,0 days 23:39:00.000000000,,0 days 23:00:00.000000000,,0 days 23:33:00.000000000,,,,0 days 23:39:00.000000000,,0 days 23:00:00.000000000,0.0,21.0,0.0,0.0,0.0,6.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,28.0,60.0,181.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,60.0,209.0,0.0,1.0,,0.785714,,1.0,,1.0,,1.0,,0 days 23:39:00.000000000,,,,0 days 23:33:00.000000000,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,0 days 23:33:00.000000000,,0 days 00:00:00.000000000,0.0,22.0,0.0,0.0,0.0,6.0,0.0,28.0
4de0beb1-cfa8-4410-809d-d05322b1a0c8,42.0,,0.0,,1.0,,217.0,,0 days 23:12:00.000000000,,,,0 days 20:33:00.000000000,,0 days 23:59:00.000000000,,0 days 23:15:00.000000000,,,,0 days 20:45:00.000000000,,0 days 23:59:00.000000000,,147.0,,0.0,,3.0,,217.0,,1.0,,0.0,,1.0,,217.0,,0.0,,5.0,,210.0,,0.0,,0.0,,4.0,,7.0,,217.0,,1.0,,0.967742,,1.0,,1.0,,1.0,,0 days 20:45:00.000000000,,,,0 days 20:30:00.000000000,,0 days 00:00:00.000000000,,0 days 23:14:00.000000000,,,,0 days 20:44:00.000000000,,0 days 00:00:00.000000000,,210.0,,0.0,,7.0,,217.0,
4e20289a-32ca-47be-a2c5-f0bd66ab9176,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,61.0,183.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,192.0,0.0,1.0,,1.0,,1.0,,1.0,,1.0,,0 days 23:51:00.000000000,,,,,,0 days 23:51:00.000000000,,0 days 23:51:00.000000000,,,,,,0 days 23:51:00.000000000,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0
5542666d-5bf4-4a1b-b17c-e3580c4cd773,,1.0,,3.0,,5.0,,26.0,,0 days 23:45:00.000000000,,0 days 23:57:00.000000000,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,0 days 23:45:00.000000000,,0 days 23:46:00.000000000,,0 days 23:59:00.000000000,,0 days 00:00:00.000000000,,1.0,,6.0,,10.0,,26.0,,1.0,,1.0,,2.0,,26.0,,0.0,,2.0,,2.0,,3.0,,9.0,,3.0,,15.0,,26.0,,1.0,,0.0769231,,0.653846,,1.0,,1.0,,0 days 23:59:00.000000000,,0 days 23:51:00.000000000,,0 days 23:51:00.000000000,,0 days 23:51:00.000000000,,0 days 23:59:00.000000000,,0 days 23:45:00.000000000,,0 days 23:57:00.000000000,,0 days 23:51:00.000000000,,2.0,,9.0,,15.0,,26.0
5a5e44dd-1b8f-4c26-ba16-65593a8b59eb,11.0,4.0,3.0,8.0,2.0,2.0,36.0,14.0,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 23:30:00.000000000,0 days 23:55:00.000000000,0 days 23:45:00.000000000,0 days 23:57:00.000000000,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 23:42:00.000000000,0 days 00:00:00.000000000,0 days 23:46:00.000000000,0 days 23:55:00.000000000,0 days 23:47:00.000000000,0 days 23:57:00.000000000,0 days 23:59:00.000000000,0 days 00:00:00.000000000,13.0,4.0,6.0,8.0,3.0,2.0,36.0,14.0,10.0,4.0,1.0,8.0,1.0,2.0,36.0,14.0,0.0,1.0,2.0,1.0,23.0,4.0,2.0,1.0,7.0,8.0,3.0,1.0,6.0,2.0,36.0,15.0,1.0,1.0,0.638889,0.285714,0.805556,0.428571,1.0,1.0,1.0,1.0,0 days 23:47:00.000000000,0 days 23:57:00.000000000,0 days 23:24:00.000000000,0 days 23:47:00.000000000,0 days 23:42:00.000000000,0 days 23:55:00.000000000,0 days 23:24:00.000000000,0 days 23:47:00.000000000,0 days 23:32:00.000000000,0 days 23:57:00.000000000,0 days 23:45:00.000000000,0 days 23:47:00.000000000,0 days 23:46:00.000000000,0 days 23:55:00.000000000,0 days 23:24:00.000000000,0 days 23:47:00.000000000,23.0,4.0,7.0,8.0,6.0,2.0,36.0,14.0
5a6686fd-5017-4c17-9dd4-4081d5448b7d,29.0,114.0,1.0,3.0,1.0,1.0,215.0,407.0,0 days 23:59:00.000000000,0 days 22:45:00.000000000,0 days 23:18:00.000000000,0 days 22:14:00.000000000,0 days 23:56:00.000000000,0 days 18:34:00.000000000,0 days 00:00:00.000000000,0 days 23:00:00.000000000,0 days 23:53:00.000000000,0 days 23:00:00.000000000,0 days 23:54:00.000000000,0 days 22:46:00.000000000,0 days 22:21:00.000000000,0 days 21:39:00.000000000,0 days 00:00:00.000000000,0 days 23:59:00.000000000,99.0,297.0,2.0,5.0,2.0,2.0,215.0,631.0,1.0,19.0,1.0,1.0,1.0,1.0,215.0,184.0,0.0,61.0,7.0,7.0,204.0,800.0,4.0,2.0,5.0,6.0,5.0,6.0,6.0,9.0,215.0,876.0,1.0,2.0,0.948837,0.981595,0.976744,0.992638,1.0,1.0,1.0,1.0,0 days 22:23:00.000000000,0 days 22:15:00.000000000,0 days 23:59:00.000000000,0 days 22:09:00.000000000,0 days 23:54:00.000000000,0 days 18:32:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 23:42:00.000000000,0 days 23:53:00.000000000,0 days 22:45:00.000000000,0 days 22:20:00.000000000,0 days 21:38:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,204.0,800.0,5.0,6.0,6.0,9.0,215.0,815.0
5d02f383-d24c-4902-b728-1380c99105ee,1.0,18.0,0.0,3.0,0.0,1.0,1.0,47.0,0 days 00:00:00.000000000,0 days 00:00:00.000000000,,0 days 23:22:00.000000000,,0 days 23:17:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 23:15:00.000000000,,0 days 23:25:00.000000000,,0 days 23:26:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1.0,35.0,0.0,5.0,0.0,2.0,1.0,47.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,47.0,0.0,62.0,1.0,2.0,1.0,36.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,5.0,1.0,109.0,1.0,1.0,1.0,0.765957,1.0,0.87234,,1.0,,1.0,0 days 00:00:00.000000000,0 days 23:26:00.000000000,,0 days 23:17:00.000000000,,0 days 23:15:00.000000000,0 days 00:00:00.000000000,0 days 23:14:00.000000000,0 days 00:00:00.000000000,0 days 23:14:00.000000000,,0 days 23:24:00.000000000,,0 days 23:25:00.000000000,0 days 00:00:00.000000000,0 days 23:14:00.000000000,1.0,36.0,0.0,6.0,0.0,5.0,1.0,47.0
626aaffc-c174-48ca-a179-cab025b9bc98,38.0,32.0,0.0,4.0,1.0,1.0,156.0,292.0,0 days 23:44:00.000000000,0 days 20:02:00.000000000,,0 days 19:33:00.000000000,0 days 21:25:00.000000000,0 days 19:47:00.000000000,0 days 23:00:00.000000000,0 days 23:00:00.000000000,0 days 22:06:00.000000000,0 days 23:03:00.000000000,,0 days 19:33:00.000000000,0 days 21:25:00.000000000,0 days 19:34:00.000000000,0 days 23:00:00.000000000,0 days 23:00:00.000000000,97.0,122.0,0.0,4.0,1.0,3.0,156.0,312.0,2.0,1.0,0.0,4.0,1.0,1.0,156.0,272.0,61.0,243.0,4.0,17.0,152.0,559.0,0.0,1.0,0.0,4.0,4.0,17.0,4.0,21.0,217.0,827.0,1.0,2.0,0.974359,0.957192,1.0,0.993151,1.0,1.0,1.0,1.0,0 days 22:07:00.000000000,0 days 18:00:00.000000000,,0 days 19:29:00.000000000,0 days 21:24:00.000000000,0 days 19:44:00.000000000,0 days 21:24:00.000000000,0 days 18:00:00.000000000,0 days 22:04:00.000000000,0 days 23:02:00.000000000,,0 days 19:29:00.000000000,0 days 21:24:00.000000000,0 days 19:33:00.000000000,0 days 21:24:00.000000000,0 days 19:29:00.000000000,152.0,559.0,0.0,4.0,4.0,21.0,156.0,584.0
649357ac-11ab-4fc7-acd2-816a3844d81b,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,61.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,61.0,1.0,0.0,1.0,,1.0,,,,,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64e25c38-ee68-4e06-8990-09ba71759cf1,,47.0,,1.0,,1.0,,197.0,,0 days 23:27:00.000000000,,0 days 20:44:00.000000000,,0 days 20:52:00.000000000,,0 days 00:00:00.000000000,,0 days 20:50:00.000000000,,0 days 20:44:00.000000000,,0 days 20:45:00.000000000,,0 days 00:00:00.000000000,,128.0,,1.0,,2.0,,197.0,,5.0,,1.0,,1.0,,197.0,,62.0,,4.0,,190.0,,1.0,,1.0,,5.0,,6.0,,259.0,,1.0,,0.964467,,0.994924,,1.0,,1.0,,0 days 21:19:00.000000000,,0 days 20:43:00.000000000,,0 days 20:50:00.000000000,,0 days 20:43:00.000000000,,0 days 20:45:00.000000000,,0 days 20:43:00.000000000,,0 days 20:44:00.000000000,,0 days 20:43:00.000000000,,190.0,,1.0,,6.0,,197.0
65e91776-4319-4b41-ae66-28db6473fc60,9.0,30.0,4.0,0.0,1.0,1.0,64.0,46.0,0 days 23:16:00.000000000,0 days 23:56:00.000000000,0 days 23:24:00.000000000,,0 days 23:46:00.000000000,0 days 23:57:00.000000000,0 days 00:00:00.000000000,0 days 23:59:00.000000000,0 days 23:28:00.000000000,0 days 23:00:00.000000000,0 days 23:56:00.000000000,,0 days 23:25:00.000000000,0 days 23:57:00.000000000,0 days 00:00:00.000000000,0 days 23:00:00.000000000,19.0,87.0,6.0,0.0,3.0,1.0,64.0,91.0,3.0,1.0,2.0,0.0,1.0,1.0,64.0,1.0,0.0,304.0,5.0,3.0,45.0,90.0,2.0,0.0,8.0,0.0,6.0,2.0,11.0,2.0,64.0,396.0,1.0,2.0,0.703125,0.978261,0.875,1.0,1.0,1.0,1.0,1.0,0 days 22:57:00.000000000,0 days 22:29:00.000000000,0 days 23:18:00.000000000,,0 days 23:43:00.000000000,0 days 23:56:00.000000000,0 days 22:57:00.000000000,0 days 22:29:00.000000000,0 days 23:25:00.000000000,0 days 00:00:00.000000000,0 days 23:54:00.000000000,,0 days 23:24:00.000000000,0 days 23:56:00.000000000,0 days 22:57:00.000000000,0 days 00:00:00.000000000,45.0,90.0,8.0,0.0,11.0,2.0,64.0,92.0
66368d24-f87e-4db0-ab9d-c450c33becf3,0.0,37.0,0.0,0.0,0.0,1.0,0.0,192.0,,0 days 19:40:00.000000000,,,,0 days 22:33:00.000000000,,0 days 00:00:00.000000000,,0 days 22:35:00.000000000,,,,0 days 22:36:00.000000000,,0 days 00:00:00.000000000,0.0,100.0,0.0,0.0,0.0,4.0,0.0,192.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,192.0,122.0,0.0,0.0,5.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,122.0,192.0,0.0,1.0,,0.963542,,1.0,,1.0,,1.0,,0 days 18:00:00.000000000,,,,0 days 19:40:00.000000000,,0 days 18:00:00.000000000,,0 days 22:33:00.000000000,,,,0 days 22:35:00.000000000,,0 days 18:00:00.000000000,0.0,185.0,0.0,0.0,0.0,7.0,0.0,192.0
66b66952-ae50-46c4-8f79-1d2117ac6691,,55.0,,5.0,,2.0,,181.0,,0 days 23:00:00.000000000,,0 days 23:07:00.000000000,,0 days 22:24:00.000000000,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,0 days 23:07:00.000000000,,0 days 23:44:00.000000000,,0 days 00:00:00.000000000,,117.0,,5.0,,4.0,,181.0,,16.0,,5.0,,1.0,,181.0,,62.0,,3.0,,167.0,,1.0,,5.0,,4.0,,9.0,,243.0,,1.0,,0.922652,,0.972376,,1.0,,1.0,,0 days 22:24:00.000000000,,0 days 23:02:00.000000000,,0 days 22:20:00.000000000,,0 days 22:20:00.000000000,,0 days 23:44:00.000000000,,0 days 23:02:00.000000000,,0 days 23:43:00.000000000,,0 days 22:20:00.000000000,,167.0,,5.0,,9.0,,181.0
687020d4-2b4c-483d-9124-ca34195f8af7,16.0,15.0,1.0,2.0,2.0,2.0,118.0,276.0,0 days 23:01:00.000000000,0 days 23:33:00.000000000,0 days 23:04:00.000000000,0 days 23:12:00.000000000,0 days 22:21:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 22:15:00.000000000,0 days 22:40:00.000000000,0 days 23:04:00.000000000,0 days 22:43:00.000000000,0 days 22:25:00.000000000,0 days 22:33:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,36.0,54.0,1.0,5.0,6.0,5.0,118.0,276.0,2.0,1.0,1.0,1.0,1.0,1.0,118.0,276.0,1.0,122.0,6.0,15.0,101.0,226.0,2.0,4.0,2.0,10.0,6.0,18.0,15.0,40.0,119.0,398.0,1.0,1.0,0.855932,0.818841,0.983051,0.963768,1.0,1.0,1.0,1.0,0 days 22:25:00.000000000,0 days 22:39:00.000000000,0 days 23:03:00.000000000,0 days 23:07:00.000000000,0 days 22:15:00.000000000,0 days 23:55:00.000000000,0 days 00:00:00.000000000,0 days 22:32:00.000000000,0 days 00:00:00.000000000,0 days 22:39:00.000000000,0 days 23:03:00.000000000,0 days 22:42:00.000000000,0 days 22:24:00.000000000,0 days 22:32:00.000000000,0 days 00:00:00.000000000,0 days 22:32:00.000000000,101.0,226.0,2.0,10.0,15.0,40.0,118.0,276.0
699a92cf-42b7-4a29-bd1b-edf43d06dd54,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,61.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,61.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
69d0a3bb-40c8-42a8-838d-1bb275f28d1b,20.0,42.0,12.0,1.0,0.0,0.0,52.0,348.0,0 days 19:12:00.000000000,0 days 22:58:00.000000000,0 days 19:40:00.000000000,0 days 22:15:00.000000000,,,0 days 23:00:00.000000000,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 22:32:00.000000000,0 days 19:13:00.000000000,0 days 22:15:00.000000000,,,0 days 00:00:00.000000000,0 days 23:59:00.000000000,72.0,121.0,23.0,1.0,0.0,0.0,103.0,348.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,348.0,61.0,0.0,4.0,8.0,80.0,341.0,2.0,7.0,24.0,7.0,0.0,0.0,0.0,0.0,165.0,348.0,2.0,1.0,0.769231,0.979885,0.769231,0.979885,1.0,1.0,1.0,1.0,0 days 18:00:00.000000000,0 days 22:50:00.000000000,0 days 19:17:00.000000000,0 days 22:14:00.000000000,,,0 days 18:00:00.000000000,0 days 21:41:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 19:12:00.000000000,0 days 22:14:00.000000000,,,0 days 00:00:00.000000000,0 days 21:41:00.000000000,80.0,341.0,24.0,7.0,0.0,0.0,104.0,348.0
6afbdb8a-a1cf-4248-852a-24e56ee5766a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,1.0,0.0,1.0,,1.0,,1.0,,,,,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6d73aa4b-1be4-426b-8d6b-c811bd2170fa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,60.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6e12238e-2105-4bd3-be42-9b2ce1bf4946,19.0,43.0,1.0,0.0,1.0,1.0,235.0,89.0,0 days 00:00:00.000000000,0 days 20:21:00.000000000,0 days 18:55:00.000000000,,0 days 21:50:00.000000000,0 days 21:26:00.000000000,0 days 00:00:00.000000000,0 days 23:00:00.000000000,0 days 18:53:00.000000000,0 days 23:00:00.000000000,0 days 19:02:00.000000000,,0 days 21:35:00.000000000,0 days 20:22:00.000000000,0 days 00:00:00.000000000,0 days 23:00:00.000000000,77.0,76.0,2.0,0.0,2.0,2.0,235.0,177.0,1.0,1.0,1.0,0.0,1.0,1.0,235.0,1.0,0.0,182.0,11.0,4.0,219.0,175.0,2.0,0.0,3.0,0.0,9.0,2.0,13.0,3.0,235.0,360.0,1.0,2.0,0.931915,0.983146,0.987234,1.0,1.0,1.0,1.0,1.0,0 days 19:02:00.000000000,0 days 19:05:00.000000000,0 days 18:53:00.000000000,,0 days 21:48:00.000000000,0 days 21:24:00.000000000,0 days 00:00:00.000000000,0 days 19:05:00.000000000,0 days 18:52:00.000000000,0 days 00:00:00.000000000,0 days 19:01:00.000000000,,0 days 00:00:00.000000000,0 days 20:21:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,219.0,175.0,3.0,0.0,13.0,3.0,235.0,178.0
6e60c67a-9bb0-4818-9625-1afe9788fe6b,35.0,36.0,0.0,1.0,1.0,2.0,408.0,285.0,0 days 22:34:00.000000000,0 days 21:54:00.000000000,,0 days 21:59:00.000000000,0 days 23:16:00.000000000,0 days 22:03:00.000000000,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 22:48:00.000000000,0 days 22:18:00.000000000,,0 days 21:51:00.000000000,0 days 22:49:00.000000000,0 days 23:58:00.000000000,0 days 23:59:00.000000000,0 days 00:00:00.000000000,92.0,114.0,0.0,3.0,6.0,7.0,408.0,285.0,2.0,1.0,0.0,1.0,1.0,1.0,408.0,285.0,0.0,0.0,11.0,7.0,389.0,254.0,0.0,4.0,0.0,6.0,11.0,9.0,19.0,25.0,408.0,285.0,1.0,1.0,0.953431,0.891228,1.0,0.978947,1.0,1.0,1.0,1.0,0 days 21:02:00.000000000,0 days 22:29:00.000000000,,0 days 21:56:00.000000000,0 days 23:10:00.000000000,0 days 21:56:00.000000000,0 days 22:44:00.000000000,0 days 23:57:00.000000000,0 days 22:46:00.000000000,0 days 22:17:00.000000000,,0 days 21:50:00.000000000,0 days 22:48:00.000000000,0 days 23:57:00.000000000,0 days 22:44:00.000000000,0 days 23:57:00.000000000,389.0,254.0,0.0,6.0,19.0,25.0,408.0,285.0
