device_id,f_slp_avg_length_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_avg_length_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_avg_length_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_avg_length_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_avg_length_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_avg_length_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_avg_length_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_avg_length_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_end_time_max_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_end_time_max_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_end_time_max_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_end_time_max_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_end_time_max_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_end_time_max_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_end_time_max_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_end_time_max_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_end_time_min_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_end_time_min_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_end_time_min_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_end_time_min_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_end_time_min_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_end_time_min_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_end_time_min_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_end_time_min_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_max_length_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_max_length_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_max_length_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_max_length_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_max_length_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_max_length_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_max_length_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_max_length_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_min_length_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_min_length_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_min_length_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_min_length_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_min_length_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_min_length_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_min_length_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_min_length_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_num_0_ev_wkend_half_sem_2017-01-18,f_slp_num_0_ev_wkend_half_sem_2017-03-01,f_slp_num_asleep_bouts_ev_wkend_half_sem_2017-01-18,f_slp_num_asleep_bouts_ev_wkend_half_sem_2017-03-01,f_slp_num_asleep_ev_wkend_half_sem_2017-01-18,f_slp_num_asleep_ev_wkend_half_sem_2017-03-01,f_slp_num_awake_bouts_ev_wkend_half_sem_2017-01-18,f_slp_num_awake_bouts_ev_wkend_half_sem_2017-03-01,f_slp_num_awake_ev_wkend_half_sem_2017-01-18,f_slp_num_awake_ev_wkend_half_sem_2017-03-01,f_slp_num_restless_bouts_ev_wkend_half_sem_2017-01-18,f_slp_num_restless_bouts_ev_wkend_half_sem_2017-03-01,f_slp_num_restless_ev_wkend_half_sem_2017-01-18,f_slp_num_restless_ev_wkend_half_sem_2017-03-01,f_slp_num_samples_sleep_ev_wkend_half_sem_2017-01-18,f_slp_num_samples_sleep_ev_wkend_half_sem_2017-03-01,f_slp_num_totalsleep_bouts_ev_wkend_half_sem_2017-01-18,f_slp_num_totalsleep_bouts_ev_wkend_half_sem_2017-03-01,f_slp_sleep_eff_general_strong_ev_wkend_half_sem_2017-01-18,f_slp_sleep_eff_general_strong_ev_wkend_half_sem_2017-03-01,f_slp_sleep_eff_general_weak_ev_wkend_half_sem_2017-01-18,f_slp_sleep_eff_general_weak_ev_wkend_half_sem_2017-03-01,f_slp_sleep_eff_max_bout_strong_ev_wkend_half_sem_2017-01-18,f_slp_sleep_eff_max_bout_strong_ev_wkend_half_sem_2017-03-01,f_slp_sleep_eff_max_bout_weak_ev_wkend_half_sem_2017-01-18,f_slp_sleep_eff_max_bout_weak_ev_wkend_half_sem_2017-03-01,f_slp_start_time_max_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_start_time_max_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_start_time_max_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_start_time_max_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_start_time_max_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_start_time_max_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_start_time_max_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_start_time_max_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_start_time_min_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_start_time_min_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_start_time_min_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_start_time_min_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_start_time_min_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_start_time_min_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_start_time_min_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_start_time_min_bout_totalsleep_ev_wkend_half_sem_2017-03-01,f_slp_sum_length_bout_asleep_ev_wkend_half_sem_2017-01-18,f_slp_sum_length_bout_asleep_ev_wkend_half_sem_2017-03-01,f_slp_sum_length_bout_awake_ev_wkend_half_sem_2017-01-18,f_slp_sum_length_bout_awake_ev_wkend_half_sem_2017-03-01,f_slp_sum_length_bout_restless_ev_wkend_half_sem_2017-01-18,f_slp_sum_length_bout_restless_ev_wkend_half_sem_2017-03-01,f_slp_sum_length_bout_totalsleep_ev_wkend_half_sem_2017-01-18,f_slp_sum_length_bout_totalsleep_ev_wkend_half_sem_2017-03-01
6fb4842f-8beb-4539-8b18-e21d89d3254e,5.0,14.0,1.0,0.0,1.0,1.0,84.0,74.0,0 days 23:43:00.000000000,0 days 00:00:00.000000000,0 days 23:20:00.000000000,,0 days 23:17:00.000000000,0 days 23:07:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 23:37:00.000000000,0 days 23:08:00.000000000,0 days 23:33:00.000000000,,0 days 23:38:00.000000000,0 days 23:43:00.000000000,0 days 00:00:00.000000000,0 days 23:00:00.000000000,12.0,50.0,3.0,0.0,4.0,5.0,84.0,130.0,2.0,1.0,1.0,0.0,1.0,1.0,84.0,18.0,0.0,186.0,8.0,9.0,46.0,133.0,6.0,0.0,10.0,0.0,15.0,8.0,28.0,15.0,84.0,334.0,1.0,2.0,0.547619,0.898649,0.880952,1.0,1.0,1.0,1.0,1.0,0 days 23:31:00.000000000,0 days 23:10:00.000000000,0 days 23:17:00.000000000,,0 days 23:13:00.000000000,0 days 23:02:00.000000000,0 days 23:13:00.000000000,0 days 23:00:00.000000000,0 days 23:35:00.000000000,0 days 23:07:00.000000000,0 days 23:32:00.000000000,,0 days 23:37:00.000000000,0 days 23:42:00.000000000,0 days 23:13:00.000000000,0 days 23:42:00.000000000,46.0,133.0,10.0,0.0,28.0,15.0,84.0,148.0
7230d0d5-fab8-4462-9952-69aee6866b04,14.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0 days 23:59:00.000000000,,0 days 23:33:00.000000000,,,,0 days 23:59:00.000000000,,0 days 23:32:00.000000000,,0 days 23:33:00.000000000,,,,0 days 23:59:00.000000000,,27.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,60.0,242.0,2.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,242.0,1.0,0.0,0.966667,,0.966667,,1.0,,1.0,,0 days 23:33:00.000000000,,0 days 23:32:00.000000000,,,,0 days 23:30:00.000000000,,0 days 23:30:00.000000000,,0 days 23:32:00.000000000,,,,0 days 23:30:00.000000000,,29.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0
7398824b-a04d-4252-afe8-d0f392a5cd48,0.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,,0 days 23:58:00.000000000,0 days 00:00:00.000000000,,,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,0 days 00:00:00.000000000,,,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,183.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,189.0,1.0,1.0,0.0,0.666667,0.0,1.0,,1.0,,1.0,,0 days 23:55:00.000000000,0 days 00:00:00.000000000,,,0 days 23:58:00.000000000,0 days 00:00:00.000000000,0 days 23:55:00.000000000,,0 days 23:59:00.000000000,0 days 00:00:00.000000000,,,0 days 23:58:00.000000000,0 days 00:00:00.000000000,0 days 23:55:00.000000000,0.0,4.0,1.0,0.0,0.0,2.0,1.0,6.0
74d297cd-82c9-47d5-ad51-e135504abb2f,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,60.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,60.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
785e9e8e-4ab0-4686-a95e-a25c6c2e2eee,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,123.0,241.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,241.0,1.0,0.0,1.0,,1.0,,1.0,,1.0,,0 days 23:00:00.000000000,,,,,,0 days 23:00:00.000000000,,0 days 23:00:00.000000000,,,,,,0 days 23:00:00.000000000,,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0
7afaa986-9de6-4efe-9057-3fa969b1760c,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,122.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,122.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,
811f021c-0ecf-4264-967d-f02f93c3d711,20.0,21.0,6.0,4.0,1.0,3.0,135.0,49.0,0 days 23:42:00.000000000,0 days 00:00:00.000000000,0 days 23:54:00.000000000,0 days 22:45:00.000000000,0 days 23:48:00.000000000,0 days 23:05:00.000000000,0 days 00:00:00.000000000,0 days 23:00:00.000000000,0 days 23:44:00.000000000,0 days 23:33:00.000000000,0 days 23:54:00.000000000,0 days 22:45:00.000000000,0 days 23:55:00.000000000,0 days 22:41:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,31.0,56.0,6.0,4.0,4.0,8.0,135.0,84.0,10.0,1.0,6.0,4.0,1.0,1.0,135.0,1.0,0.0,63.0,6.0,6.0,120.0,129.0,1.0,1.0,6.0,4.0,6.0,5.0,9.0,16.0,135.0,212.0,1.0,3.0,0.888889,0.865772,0.955556,0.973154,1.0,1.0,1.0,1.0,0 days 23:11:00.000000000,0 days 23:05:00.000000000,0 days 23:48:00.000000000,0 days 22:41:00.000000000,0 days 23:44:00.000000000,0 days 22:57:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 23:32:00.000000000,0 days 23:48:00.000000000,0 days 22:41:00.000000000,0 days 23:54:00.000000000,0 days 22:40:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,120.0,129.0,6.0,4.0,9.0,16.0,135.0,149.0
848429d2-612d-4b1c-82ff-e51dc40d3d07,14.0,3.0,2.0,3.0,1.0,2.0,66.0,41.0,0 days 23:59:00.000000000,0 days 23:46:00.000000000,0 days 23:31:00.000000000,0 days 23:29:00.000000000,0 days 23:27:00.000000000,0 days 23:58:00.000000000,0 days 23:59:00.000000000,0 days 23:59:00.000000000,0 days 23:56:00.000000000,0 days 23:55:00.000000000,0 days 23:31:00.000000000,0 days 23:59:00.000000000,0 days 23:32:00.000000000,0 days 23:59:00.000000000,0 days 23:59:00.000000000,0 days 23:59:00.000000000,31.0,15.0,2.0,4.0,2.0,4.0,66.0,41.0,1.0,1.0,2.0,2.0,1.0,1.0,66.0,41.0,0.0,0.0,4.0,6.0,57.0,22.0,2.0,3.0,4.0,9.0,4.0,5.0,5.0,10.0,66.0,41.0,1.0,1.0,0.863636,0.536585,0.939394,0.780488,1.0,1.0,1.0,1.0,0 days 23:29:00.000000000,0 days 23:31:00.000000000,0 days 23:29:00.000000000,0 days 23:25:00.000000000,0 days 23:58:00.000000000,0 days 23:54:00.000000000,0 days 23:29:00.000000000,0 days 00:00:00.000000000,0 days 23:55:00.000000000,0 days 00:00:00.000000000,0 days 23:29:00.000000000,0 days 23:58:00.000000000,0 days 23:31:00.000000000,0 days 23:58:00.000000000,0 days 23:29:00.000000000,0 days 00:00:00.000000000,57.0,22.0,4.0,9.0,5.0,10.0,66.0,41.0
85396fa9-14d7-47d6-9688-1771e6c3fa75,16.0,60.0,1.0,0.0,3.0,1.0,56.0,121.0,0 days 23:00:00.000000000,0 days 19:53:00.000000000,0 days 23:07:00.000000000,,0 days 23:15:00.000000000,0 days 19:54:00.000000000,0 days 23:00:00.000000000,0 days 23:00:00.000000000,0 days 23:06:00.000000000,0 days 23:00:00.000000000,0 days 23:07:00.000000000,,0 days 23:08:00.000000000,0 days 19:54:00.000000000,0 days 23:00:00.000000000,0 days 23:00:00.000000000,45.0,113.0,1.0,0.0,5.0,1.0,56.0,121.0,2.0,7.0,1.0,0.0,1.0,1.0,56.0,121.0,60.0,242.0,3.0,2.0,49.0,120.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,116.0,363.0,1.0,1.0,0.875,0.991736,0.982143,1.0,1.0,1.0,1.0,1.0,0 days 23:15:00.000000000,0 days 18:00:00.000000000,0 days 23:06:00.000000000,,0 days 23:10:00.000000000,0 days 19:53:00.000000000,0 days 00:00:00.000000000,0 days 18:00:00.000000000,0 days 00:00:00.000000000,0 days 19:54:00.000000000,0 days 23:06:00.000000000,,0 days 23:07:00.000000000,0 days 19:53:00.000000000,0 days 00:00:00.000000000,0 days 18:00:00.000000000,49.0,120.0,1.0,0.0,6.0,1.0,56.0,121.0
876f9317-9823-4ecb-9290-1b1cbd2ded3c,1.0,32.0,0.0,1.0,0.0,2.0,1.0,52.0,0 days 00:00:00.000000000,0 days 23:59:00.000000000,,0 days 23:52:00.000000000,,0 days 23:23:00.000000000,0 days 00:00:00.000000000,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 23:00:00.000000000,,0 days 23:52:00.000000000,,0 days 23:05:00.000000000,0 days 00:00:00.000000000,0 days 23:00:00.000000000,1.0,55.0,0.0,1.0,0.0,3.0,1.0,56.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,49.0,0.0,61.0,1.0,3.0,1.0,98.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,1.0,166.0,1.0,2.0,1.0,0.933333,1.0,0.990476,,1.0,,1.0,0 days 00:00:00.000000000,0 days 23:05:00.000000000,,0 days 23:51:00.000000000,,0 days 23:20:00.000000000,0 days 00:00:00.000000000,0 days 23:04:00.000000000,0 days 00:00:00.000000000,0 days 23:54:00.000000000,,0 days 23:51:00.000000000,,0 days 23:04:00.000000000,0 days 00:00:00.000000000,0 days 23:20:00.000000000,1.0,98.0,0.0,1.0,0.0,6.0,1.0,105.0
88d687ca-537d-4592-8691-22feeb116122,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,63.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,63.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0
8cf6b2a5-ca26-48cd-86e0-d3eca61d264b,18.0,,0.0,,1.0,,37.0,,0 days 00:00:00.000000000,,,,0 days 23:26:00.000000000,,0 days 00:00:00.000000000,,0 days 23:25:00.000000000,,,,0 days 23:26:00.000000000,,0 days 00:00:00.000000000,,35.0,,0.0,,1.0,,37.0,,1.0,,0.0,,1.0,,37.0,,0.0,,2.0,,36.0,,0.0,,0.0,,1.0,,1.0,,37.0,,1.0,,0.972973,,1.0,,1.0,,1.0,,0 days 23:26:00.000000000,,,,0 days 23:25:00.000000000,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,0 days 23:25:00.000000000,,0 days 00:00:00.000000000,,36.0,,0.0,,1.0,,37.0,
924b4f99-c800-4f5f-9159-8b47a317ef34,,60.0,,0.0,,0.0,,60.0,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,60.0,,0.0,,0.0,,60.0,,60.0,,0.0,,0.0,,60.0,,1.0,,1.0,,60.0,,0.0,,0.0,,0.0,,0.0,,61.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0 days 19:06:00.000000000,,,,,,0 days 19:06:00.000000000,,0 days 19:06:00.000000000,,,,,,0 days 19:06:00.000000000,,60.0,,0.0,,0.0,,60.0
94aac48e-7cbb-4a8c-b47a-052d28eefa5a,,1.0,,0.0,,0.0,,1.0,,0 days 23:00:00.000000000,,,,,,0 days 23:00:00.000000000,,0 days 23:00:00.000000000,,,,,,0 days 23:00:00.000000000,,1.0,,0.0,,0.0,,1.0,,1.0,,0.0,,0.0,,1.0,,182.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,184.0,,2.0,,1.0,,1.0,,1.0,,1.0,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,2.0,,0.0,,0.0,,2.0
94c99ead-4f3e-4c68-8f51-08af25c64920,0.0,7.0,0.0,0.0,0.0,1.0,0.0,25.0,,0 days 23:45:00.000000000,,,,0 days 23:51:00.000000000,,0 days 23:59:00.000000000,,0 days 23:49:00.000000000,,,,0 days 23:46:00.000000000,,0 days 23:59:00.000000000,0.0,10.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,25.0,242.0,62.0,0.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,242.0,87.0,0.0,1.0,,0.88,,1.0,,1.0,,1.0,,0 days 23:35:00.000000000,,,,0 days 23:49:00.000000000,,0 days 23:35:00.000000000,,0 days 23:46:00.000000000,,,,0 days 23:45:00.000000000,,0 days 23:35:00.000000000,0.0,22.0,0.0,0.0,0.0,3.0,0.0,25.0
95940265-9599-4ab5-bccf-b7d64e75f3f6,,9.0,,0.0,,0.0,,9.0,,0 days 18:08:00.000000000,,,,,,0 days 18:08:00.000000000,,0 days 18:08:00.000000000,,,,,,0 days 18:08:00.000000000,,9.0,,0.0,,0.0,,9.0,,9.0,,0.0,,0.0,,9.0,,0.0,,1.0,,9.0,,0.0,,0.0,,0.0,,0.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0 days 18:00:00.000000000,,,,,,0 days 18:00:00.000000000,,0 days 18:00:00.000000000,,,,,,0 days 18:00:00.000000000,,9.0,,0.0,,0.0,,9.0
9a035626-2e6c-4aa5-a6cb-e47403a39d00,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,62.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,62.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0
9bb46002-6fdb-4287-bfd3-bc3e2e57785f,36.0,40.0,0.0,2.0,0.0,1.0,36.0,87.0,0 days 23:59:00.000000000,0 days 23:17:00.000000000,,0 days 23:20:00.000000000,,0 days 23:21:00.000000000,0 days 23:59:00.000000000,0 days 23:59:00.000000000,0 days 23:59:00.000000000,0 days 23:17:00.000000000,,0 days 23:19:00.000000000,,0 days 23:21:00.000000000,0 days 23:59:00.000000000,0 days 23:59:00.000000000,36.0,40.0,0.0,3.0,0.0,1.0,36.0,87.0,36.0,40.0,0.0,2.0,0.0,1.0,36.0,87.0,0.0,62.0,1.0,2.0,36.0,80.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,36.0,149.0,1.0,1.0,1.0,0.91954,1.0,0.942529,1.0,1.0,1.0,1.0,0 days 23:24:00.000000000,0 days 23:21:00.000000000,,0 days 23:17:00.000000000,,0 days 23:20:00.000000000,0 days 23:24:00.000000000,0 days 23:17:00.000000000,0 days 23:24:00.000000000,0 days 23:21:00.000000000,,0 days 23:17:00.000000000,,0 days 23:20:00.000000000,0 days 23:24:00.000000000,0 days 23:17:00.000000000,36.0,80.0,0.0,5.0,0.0,2.0,36.0,87.0
9d37754d-fb9f-46cf-a2a8-1232f3ad1071,,1.0,,0.0,,0.0,,1.0,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,1.0,,0.0,,0.0,,1.0,,1.0,,0.0,,0.0,,1.0,,123.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,124.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,0 days 00:00:00.000000000,,,,,,0 days 00:00:00.000000000,,1.0,,0.0,,0.0,,1.0
9e7d28be-3a29-406b-b3e3-d2fd2414605c,1.0,22.0,2.0,2.0,2.0,1.0,7.0,129.0,0 days 23:58:00.000000000,0 days 23:56:00.000000000,0 days 23:55:00.000000000,0 days 23:20:00.000000000,0 days 23:59:00.000000000,0 days 23:51:00.000000000,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 22:55:00.000000000,0 days 00:00:00.000000000,0 days 23:47:00.000000000,0 days 23:56:00.000000000,0 days 22:52:00.000000000,0 days 23:00:00.000000000,0 days 23:59:00.000000000,3.0,64.0,3.0,4.0,3.0,4.0,12.0,214.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,44.0,61.0,1.0,4.0,10.0,6.0,226.0,2.0,6.0,4.0,12.0,2.0,11.0,5.0,20.0,76.0,259.0,2.0,2.0,0.4,0.875969,0.733333,0.953488,1.0,1.0,1.0,1.0,0 days 23:55:00.000000000,0 days 22:52:00.000000000,0 days 23:52:00.000000000,0 days 23:59:00.000000000,0 days 23:57:00.000000000,0 days 23:47:00.000000000,0 days 23:52:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 23:57:00.000000000,0 days 00:00:00.000000000,0 days 23:46:00.000000000,0 days 23:58:00.000000000,0 days 22:51:00.000000000,0 days 00:00:00.000000000,0 days 23:59:00.000000000,6.0,226.0,4.0,12.0,5.0,20.0,15.0,258.0
a2952ecb-5ee6-454a-81a6-16e908ee2e18,31.0,1.0,1.0,0.0,1.0,0.0,69.0,1.0,0 days 19:06:00.000000000,0 days 00:00:00.000000000,0 days 23:56:00.000000000,,0 days 18:04:00.000000000,,0 days 19:06:00.000000000,0 days 00:00:00.000000000,0 days 18:15:00.000000000,0 days 00:00:00.000000000,0 days 23:56:00.000000000,,0 days 23:55:00.000000000,,0 days 19:06:00.000000000,0 days 00:00:00.000000000,51.0,1.0,1.0,0.0,2.0,0.0,69.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,69.0,1.0,0.0,124.0,2.0,1.0,62.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,69.0,125.0,1.0,1.0,0.898551,1.0,0.971014,1.0,1.0,1.0,1.0,1.0,0 days 18:16:00.000000000,0 days 00:00:00.000000000,0 days 23:55:00.000000000,,0 days 23:58:00.000000000,,0 days 23:54:00.000000000,0 days 00:00:00.000000000,0 days 18:04:00.000000000,0 days 00:00:00.000000000,0 days 23:55:00.000000000,,0 days 23:54:00.000000000,,0 days 23:54:00.000000000,0 days 00:00:00.000000000,62.0,1.0,2.0,0.0,5.0,0.0,69.0,1.0
a36f9b21-57f2-46ef-bb33-a65e0c2b642c,,41.0,,1.0,,1.0,,178.0,,0 days 23:09:00.000000000,,0 days 22:59:00.000000000,,0 days 22:57:00.000000000,,0 days 00:00:00.000000000,,0 days 23:12:00.000000000,,0 days 21:23:00.000000000,,0 days 21:24:00.000000000,,0 days 00:00:00.000000000,,63.0,,2.0,,4.0,,178.0,,2.0,,1.0,,1.0,,178.0,,0.0,,4.0,,167.0,,2.0,,3.0,,5.0,,8.0,,178.0,,1.0,,0.938202,,0.983146,,1.0,,1.0,,0 days 22:06:00.000000000,,0 days 22:57:00.000000000,,0 days 23:12:00.000000000,,0 days 21:22:00.000000000,,0 days 23:10:00.000000000,,0 days 21:22:00.000000000,,0 days 21:23:00.000000000,,0 days 21:22:00.000000000,,167.0,,3.0,,8.0,,178.0
a3aa60d3-8acb-4e7b-b324-ac85c6c074d2,50.0,44.0,2.0,10.0,1.0,2.0,171.0,708.0,0 days 23:34:00.000000000,0 days 23:02:00.000000000,0 days 21:18:00.000000000,0 days 23:43:00.000000000,0 days 21:21:00.000000000,0 days 23:49:00.000000000,0 days 23:59:00.000000000,0 days 23:59:00.000000000,0 days 23:57:00.000000000,0 days 23:40:00.000000000,0 days 21:22:00.000000000,0 days 23:43:00.000000000,0 days 22:25:00.000000000,0 days 23:39:00.000000000,0 days 23:59:00.000000000,0 days 23:59:00.000000000,69.0,184.0,6.0,10.0,3.0,6.0,171.0,708.0,21.0,1.0,1.0,10.0,1.0,1.0,171.0,708.0,61.0,0.0,3.0,15.0,152.0,661.0,4.0,1.0,11.0,10.0,5.0,16.0,8.0,37.0,232.0,708.0,1.0,1.0,0.888889,0.933616,0.935673,0.985876,1.0,1.0,1.0,1.0,0 days 22:25:00.000000000,0 days 19:58:00.000000000,0 days 21:12:00.000000000,0 days 23:33:00.000000000,0 days 21:18:00.000000000,0 days 23:43:00.000000000,0 days 21:12:00.000000000,0 days 23:38:00.000000000,0 days 23:39:00.000000000,0 days 23:39:00.000000000,0 days 21:21:00.000000000,0 days 23:33:00.000000000,0 days 22:24:00.000000000,0 days 23:38:00.000000000,0 days 21:12:00.000000000,0 days 23:38:00.000000000,152.0,661.0,11.0,10.0,8.0,37.0,171.0,708.0
