device_id,f_steps_avg_length_active_bout_minutes_af_wkend_half_sem_2017-01-18,f_steps_avg_length_active_bout_minutes_af_wkend_half_sem_2017-03-01,f_steps_avg_length_sedentary_bout_minutes_af_wkend_half_sem_2017-01-18,f_steps_avg_length_sedentary_bout_minutes_af_wkend_half_sem_2017-03-01,f_steps_avg_step_active_bout_af_wkend_half_sem_2017-01-18,f_steps_avg_step_active_bout_af_wkend_half_sem_2017-03-01,f_steps_max_length_active_bout_minutes_af_wkend_half_sem_2017-01-18,f_steps_max_length_active_bout_minutes_af_wkend_half_sem_2017-03-01,f_steps_max_length_sedentary_bout_minutes_af_wkend_half_sem_2017-01-18,f_steps_max_length_sedentary_bout_minutes_af_wkend_half_sem_2017-03-01,f_steps_max_step_active_bout_af_wkend_half_sem_2017-01-18,f_steps_max_step_active_bout_af_wkend_half_sem_2017-03-01,f_steps_max_steps_af_wkend_half_sem_2017-01-18,f_steps_max_steps_af_wkend_half_sem_2017-03-01,f_steps_min_length_active_bout_minutes_af_wkend_half_sem_2017-01-18,f_steps_min_length_active_bout_minutes_af_wkend_half_sem_2017-03-01,f_steps_min_length_sedentary_bout_minutes_af_wkend_half_sem_2017-01-18,f_steps_min_length_sedentary_bout_minutes_af_wkend_half_sem_2017-03-01,f_steps_min_step_active_bout_af_wkend_half_sem_2017-01-18,f_steps_min_step_active_bout_af_wkend_half_sem_2017-03-01,f_steps_num_active_bout_af_wkend_half_sem_2017-01-18,f_steps_num_active_bout_af_wkend_half_sem_2017-03-01,f_steps_num_samples_steps_af_wkend_half_sem_2017-01-18,f_steps_num_samples_steps_af_wkend_half_sem_2017-03-01,f_steps_num_sedentary_bout_af_wkend_half_sem_2017-01-18,f_steps_num_sedentary_bout_af_wkend_half_sem_2017-03-01,f_steps_sum_steps_af_wkend_half_sem_2017-01-18,f_steps_sum_steps_af_wkend_half_sem_2017-03-01
0d8b3688-0cba-4323-85fe-00f15785de38,19.0,22.0,30.0,65.0,556.0,1041.0,155.0,70.0,265.0,705.0,6285.0,7869.0,553.0,785.0,5.0,5.0,5.0,5.0,10.0,16.0,88.0,20.0,876.0,365.0,87.0,21.0,49273.0,20895.0
1391f4f7-4e70-4d67-92f1-db819e07c0c9,15.0,14.0,18.0,31.0,345.0,335.0,80.0,50.0,375.0,145.0,3241.0,2086.0,601.0,536.0,5.0,5.0,5.0,5.0,10.0,10.0,128.0,24.0,876.0,219.0,129.0,24.0,44757.0,8175.0
165de20b-6080-4f1d-9354-ec66de50263c,10.0,10.0,129.0,158.0,344.0,437.0,25.0,25.0,1835.0,1290.0,1042.0,1273.0,530.0,579.0,5.0,5.0,5.0,5.0,10.0,36.0,20.0,12.0,584.0,438.0,21.0,13.0,7004.0,5260.0
174bcad9-6cf8-4f97-bcc5-38a6f4c42c1d,24.0,18.0,39.0,44.0,885.0,469.0,160.0,100.0,395.0,700.0,8527.0,6075.0,541.0,595.0,5.0,5.0,5.0,5.0,10.0,10.0,62.0,82.0,803.0,1022.0,63.0,82.0,55176.0,38962.0
17c8318d-0d75-41a8-bfef-eb8c043db1fb,18.0,18.0,16.0,21.0,661.0,543.0,155.0,170.0,160.0,365.0,9205.0,10551.0,609.0,624.0,5.0,5.0,5.0,5.0,10.0,10.0,126.0,163.0,876.0,1314.0,126.0,163.0,83962.0,89271.0
182bbb8f-cd30-4958-9342-ce0c91659810,21.0,18.0,22.0,19.0,638.0,492.0,215.0,210.0,235.0,135.0,10701.0,5138.0,566.0,578.0,5.0,5.0,5.0,5.0,10.0,10.0,100.0,173.0,876.0,1314.0,100.0,173.0,64397.0,86289.0
1973b69d-5fe7-4ff7-94bb-17d5d875499f,14.0,15.0,52.0,49.0,502.0,574.0,85.0,90.0,415.0,500.0,8089.0,5193.0,763.0,739.0,5.0,5.0,5.0,5.0,10.0,10.0,65.0,101.0,876.0,1314.0,66.0,101.0,32866.0,58368.0
1a4011ac-0990-4560-8e1a-f9f07b54b7ec,12.0,,43.0,,293.0,,75.0,,570.0,,2045.0,,567.0,,5.0,,5.0,,10.0,,77.0,,876.0,,77.0,,22813.0,
1be1f081-12eb-4151-bee7-04f39b0ada17,17.0,16.0,24.0,25.0,557.0,452.0,90.0,125.0,140.0,295.0,2645.0,3748.0,793.0,631.0,5.0,5.0,5.0,5.0,10.0,10.0,104.0,157.0,876.0,1314.0,105.0,158.0,58399.0,71618.0
1c67b4f0-964c-4aef-83a1-89a0248f80b3,17.0,14.0,30.0,45.0,426.0,251.0,105.0,55.0,365.0,585.0,4154.0,2078.0,624.0,562.0,5.0,5.0,5.0,5.0,10.0,10.0,91.0,97.0,876.0,1168.0,92.0,97.0,39375.0,25002.0
1e3ed4f9-8c22-4b96-8a5c-c324582b9860,17.0,21.0,25.0,28.0,399.0,619.0,150.0,125.0,120.0,270.0,2819.0,5294.0,584.0,626.0,5.0,5.0,5.0,5.0,10.0,10.0,102.0,110.0,876.0,1095.0,102.0,110.0,41094.0,68539.0
209854a0-471d-42fa-856f-54b5d1948481,30.0,19.0,18.0,36.0,813.0,574.0,250.0,145.0,200.0,660.0,6402.0,5878.0,594.0,560.0,5.0,5.0,5.0,5.0,11.0,10.0,90.0,116.0,876.0,1314.0,90.0,116.0,73461.0,66969.0
24f7d497-1c92-4372-976d-81dd15d7b1fb,17.0,19.0,21.0,29.0,510.0,472.0,80.0,110.0,140.0,745.0,4814.0,2727.0,794.0,543.0,5.0,5.0,5.0,5.0,10.0,10.0,112.0,75.0,876.0,730.0,113.0,74.0,57664.0,35800.0
2cafda94-dca2-4401-ae3c-aa1bdf3ce6ca,15.0,17.0,22.0,23.0,479.0,565.0,75.0,180.0,190.0,190.0,2718.0,4191.0,645.0,637.0,5.0,5.0,5.0,5.0,10.0,10.0,114.0,158.0,876.0,1314.0,115.0,159.0,55046.0,89950.0
2ef2702c-0c30-40d8-91c0-35ad8829465b,18.0,22.0,22.0,25.0,645.0,813.0,110.0,130.0,100.0,150.0,9226.0,10877.0,804.0,807.0,5.0,5.0,5.0,5.0,10.0,10.0,107.0,137.0,876.0,1314.0,108.0,137.0,69516.0,112002.0
2fb7fbc1-068f-4a54-a8ee-a41c99d0f7da,18.0,18.0,25.0,24.0,654.0,578.0,160.0,145.0,100.0,200.0,7349.0,10992.0,852.0,847.0,5.0,5.0,5.0,5.0,10.0,10.0,83.0,118.0,730.0,1022.0,84.0,119.0,54654.0,68808.0
318f91af-9b11-42f5-bdcd-7c9e35761da5,14.0,13.0,34.0,34.0,531.0,400.0,85.0,80.0,205.0,215.0,3493.0,2750.0,650.0,646.0,5.0,5.0,5.0,5.0,10.0,10.0,88.0,135.0,876.0,1314.0,89.0,136.0,47090.0,54491.0
31c395a9-0128-46df-a90c-73160f0854b4,18.0,13.0,32.0,34.0,498.0,310.0,95.0,50.0,365.0,455.0,3793.0,3553.0,566.0,564.0,5.0,5.0,5.0,5.0,10.0,10.0,86.0,115.0,876.0,1095.0,86.0,114.0,43180.0,36262.0
3258d5c4-4f3f-4722-966a-1bd619c9229f,12.0,12.0,28.0,30.0,360.0,305.0,50.0,110.0,230.0,330.0,1789.0,2651.0,583.0,551.0,5.0,5.0,5.0,5.0,10.0,10.0,107.0,152.0,876.0,1314.0,107.0,153.0,38942.0,46965.0
32d4b802-7471-49bd-ad59-e663b0d98682,14.0,20.0,29.0,41.0,344.0,617.0,55.0,80.0,240.0,940.0,2207.0,3120.0,618.0,645.0,5.0,5.0,5.0,5.0,10.0,10.0,66.0,82.0,584.0,1022.0,66.0,82.0,23017.0,51039.0
34944ff7-1853-4fec-8d7d-73fc52bfa824,18.0,19.0,30.0,33.0,479.0,669.0,95.0,50.0,195.0,210.0,5071.0,4417.0,602.0,637.0,5.0,5.0,5.0,5.0,10.0,10.0,89.0,13.0,876.0,146.0,90.0,14.0,42952.0,8749.0
36492618-666c-4b87-9770-bcb67d2ca3de,17.0,19.0,20.0,22.0,412.0,562.0,100.0,120.0,265.0,145.0,2534.0,4763.0,600.0,597.0,5.0,5.0,5.0,5.0,10.0,10.0,115.0,157.0,876.0,1314.0,114.0,156.0,47910.0,88964.0
3698dbcf-6b9e-4b00-a15a-f2cb26e6639d,11.0,14.0,33.0,43.0,309.0,583.0,45.0,160.0,425.0,440.0,3078.0,10996.0,609.0,608.0,5.0,5.0,5.0,5.0,10.0,10.0,96.0,112.0,876.0,1314.0,96.0,112.0,30104.0,65751.0
38861b6b-d04b-4f1f-8c17-c3c0a9f0a221,24.0,25.0,19.0,16.0,1290.0,1204.0,220.0,140.0,125.0,140.0,16408.0,16217.0,893.0,926.0,5.0,5.0,5.0,5.0,10.0,10.0,100.0,156.0,876.0,1314.0,100.0,155.0,129337.0,188392.0
38edf5e3-bd76-4ec3-b1fc-c134915743c7,17.0,18.0,34.0,58.0,495.0,414.0,125.0,55.0,180.0,340.0,4285.0,3002.0,525.0,535.0,5.0,5.0,5.0,5.0,10.0,11.0,48.0,18.0,511.0,292.0,49.0,19.0,23939.0,7495.0
395bf3f4-ec02-494f-8f45-30ab62eda8e7,14.0,19.0,17.0,29.0,367.0,601.0,70.0,110.0,140.0,1060.0,3113.0,6213.0,566.0,627.0,5.0,5.0,5.0,5.0,10.0,10.0,136.0,119.0,876.0,1168.0,136.0,120.0,50630.0,72068.0
3b9d6c27-13cc-47d9-b00e-af2e0d3d0009,17.0,26.0,20.0,24.0,634.0,932.0,130.0,175.0,145.0,165.0,7547.0,6345.0,621.0,578.0,5.0,5.0,5.0,5.0,10.0,10.0,115.0,116.0,876.0,1168.0,115.0,116.0,73359.0,108525.0
3bf51a01-8625-4c9b-a16c-24d10ccf8ae5,28.0,23.0,21.0,37.0,1121.0,1126.0,150.0,110.0,140.0,365.0,10857.0,9926.0,606.0,864.0,5.0,5.0,5.0,5.0,10.0,10.0,87.0,65.0,876.0,803.0,87.0,65.0,98084.0,73475.0
3dcb435d-656f-405f-81a1-49f7eae6c25e,14.0,18.0,21.0,33.0,308.0,498.0,85.0,105.0,205.0,385.0,2920.0,5008.0,570.0,585.0,5.0,5.0,5.0,5.0,10.0,10.0,118.0,114.0,876.0,1168.0,119.0,113.0,37045.0,57214.0
3fa86602-fc33-4c6f-9b3e-2cebd95104ee,14.0,16.0,31.0,31.0,417.0,652.0,125.0,165.0,185.0,200.0,3705.0,8875.0,599.0,887.0,5.0,5.0,5.0,5.0,10.0,10.0,95.0,121.0,876.0,1168.0,95.0,121.0,40043.0,79430.0
3ff2b7eb-622c-4ae9-9d89-7d2af5430d34,24.0,20.0,20.0,27.0,661.0,741.0,115.0,100.0,140.0,175.0,8258.0,9640.0,768.0,780.0,5.0,5.0,5.0,5.0,10.0,10.0,97.0,127.0,876.0,1241.0,98.0,128.0,64503.0,94634.0
417abe6d-ef78-4f01-b632-844af6cb8fe7,15.0,16.0,19.0,37.0,429.0,529.0,95.0,110.0,365.0,345.0,3274.0,4238.0,595.0,606.0,5.0,5.0,5.0,5.0,10.0,10.0,126.0,80.0,876.0,876.0,126.0,81.0,54695.0,42786.0
447a64e5-f754-4082-b0fa-0000f34eeda8,15.0,19.0,15.0,18.0,371.0,407.0,100.0,115.0,100.0,305.0,3274.0,3014.0,647.0,611.0,5.0,5.0,5.0,5.0,10.0,10.0,141.0,174.0,876.0,1314.0,141.0,174.0,52892.0,71647.0
44ff689e-4138-43cc-8f6d-2d8323125ee1,14.0,25.0,26.0,41.0,402.0,701.0,65.0,135.0,405.0,330.0,2611.0,3807.0,606.0,602.0,5.0,5.0,5.0,5.0,10.0,10.0,106.0,38.0,876.0,511.0,106.0,38.0,42937.0,26820.0
4522b36a-6215-4768-b42a-55e79677d4ec,15.0,16.0,29.0,45.0,422.0,517.0,90.0,180.0,215.0,415.0,3535.0,8007.0,626.0,652.0,5.0,5.0,5.0,5.0,11.0,10.0,97.0,93.0,876.0,1168.0,98.0,94.0,41237.0,48625.0
4d4c47ec-5a3c-4c9c-b32b-83da30500857,21.0,21.0,58.0,49.0,600.0,651.0,100.0,140.0,430.0,385.0,3339.0,6728.0,571.0,553.0,5.0,5.0,5.0,5.0,10.0,10.0,55.0,77.0,876.0,1095.0,55.0,77.0,33252.0,50534.0
4de0beb1-cfa8-4410-809d-d05322b1a0c8,19.0,22.0,22.0,18.0,637.0,616.0,125.0,210.0,295.0,205.0,5359.0,6533.0,618.0,598.0,5.0,5.0,5.0,5.0,10.0,11.0,104.0,163.0,876.0,1314.0,103.0,163.0,66801.0,101196.0
4e20289a-32ca-47be-a2c5-f0bd66ab9176,18.0,17.0,19.0,33.0,542.0,569.0,120.0,135.0,115.0,420.0,9564.0,4727.0,583.0,547.0,5.0,5.0,5.0,5.0,10.0,10.0,118.0,79.0,876.0,803.0,118.0,79.0,64554.0,45303.0
5542666d-5bf4-4a1b-b17c-e3580c4cd773,13.0,18.0,25.0,32.0,344.0,466.0,45.0,260.0,145.0,555.0,3012.0,5289.0,647.0,648.0,5.0,5.0,5.0,5.0,10.0,10.0,113.0,129.0,876.0,1314.0,113.0,130.0,39449.0,60845.0
5a5e44dd-1b8f-4c26-ba16-65593a8b59eb,13.0,16.0,22.0,25.0,420.0,587.0,70.0,190.0,305.0,570.0,2858.0,8949.0,716.0,697.0,5.0,5.0,5.0,5.0,10.0,10.0,122.0,157.0,876.0,1314.0,122.0,158.0,51773.0,92791.0
5a6686fd-5017-4c17-9dd4-4081d5448b7d,21.0,20.0,25.0,32.0,1072.0,828.0,145.0,210.0,275.0,400.0,16378.0,17091.0,902.0,879.0,5.0,5.0,5.0,5.0,10.0,10.0,92.0,117.0,876.0,1241.0,93.0,116.0,99080.0,97378.0
5d02f383-d24c-4902-b728-1380c99105ee,12.0,18.0,35.0,42.0,323.0,516.0,55.0,130.0,360.0,415.0,1745.0,3934.0,624.0,558.0,5.0,5.0,5.0,5.0,10.0,10.0,91.0,107.0,876.0,1314.0,91.0,108.0,29732.0,55765.0
626aaffc-c174-48ca-a179-cab025b9bc98,12.0,16.0,27.0,44.0,241.0,372.0,80.0,75.0,450.0,490.0,2442.0,2890.0,544.0,530.0,5.0,5.0,5.0,5.0,10.0,10.0,110.0,72.0,876.0,876.0,110.0,72.0,27077.0,27232.0
649357ac-11ab-4fc7-acd2-816a3844d81b,13.0,16.0,30.0,29.0,446.0,543.0,100.0,110.0,285.0,290.0,5635.0,5494.0,727.0,735.0,5.0,5.0,5.0,5.0,10.0,10.0,99.0,144.0,876.0,1314.0,100.0,145.0,44682.0,78807.0
64e25c38-ee68-4e06-8990-09ba71759cf1,12.0,16.0,34.0,40.0,326.0,488.0,70.0,105.0,205.0,270.0,1930.0,3668.0,545.0,564.0,5.0,5.0,5.0,5.0,10.0,10.0,92.0,115.0,876.0,1314.0,93.0,116.0,30362.0,56631.0
65e91776-4319-4b41-ae66-28db6473fc60,17.0,19.0,33.0,35.0,573.0,597.0,185.0,180.0,385.0,635.0,10935.0,9063.0,857.0,865.0,5.0,5.0,5.0,5.0,10.0,10.0,86.0,115.0,876.0,1241.0,86.0,114.0,49681.0,69016.0
65f4b507-b48a-416d-ac1f-2678e3f954d8,13.0,,31.0,,335.0,,50.0,,215.0,,3285.0,,744.0,,5.0,,5.0,,10.0,,49.0,,438.0,,50.0,,16552.0,
66368d24-f87e-4db0-ab9d-c450c33becf3,19.0,22.0,20.0,17.0,504.0,558.0,120.0,195.0,85.0,160.0,2815.0,5795.0,598.0,569.0,5.0,5.0,5.0,5.0,13.0,10.0,74.0,165.0,584.0,1314.0,74.0,166.0,37624.0,92638.0
66b66952-ae50-46c4-8f79-1d2117ac6691,16.0,20.0,23.0,35.0,385.0,602.0,105.0,185.0,110.0,270.0,2435.0,5118.0,543.0,566.0,5.0,5.0,5.0,5.0,10.0,10.0,108.0,92.0,876.0,1022.0,108.0,92.0,41913.0,55683.0
687020d4-2b4c-483d-9124-ca34195f8af7,15.0,16.0,28.0,31.0,436.0,438.0,90.0,105.0,270.0,330.0,3297.0,4237.0,599.0,617.0,5.0,5.0,5.0,5.0,10.0,10.0,99.0,137.0,876.0,1314.0,98.0,137.0,43565.0,60600.0
699a92cf-42b7-4a29-bd1b-edf43d06dd54,16.0,,27.0,,560.0,,85.0,,180.0,,5622.0,,522.0,,5.0,,5.0,,10.0,,50.0,,438.0,,49.0,,28216.0,
69d0a3bb-40c8-42a8-838d-1bb275f28d1b,18.0,20.0,26.0,21.0,420.0,521.0,140.0,120.0,250.0,245.0,3475.0,7543.0,571.0,563.0,5.0,5.0,5.0,5.0,10.0,10.0,97.0,157.0,876.0,1314.0,98.0,156.0,41264.0,82645.0
6afbdb8a-a1cf-4248-852a-24e56ee5766a,26.0,9.0,22.0,23.0,1007.0,241.0,165.0,30.0,235.0,135.0,12153.0,1727.0,626.0,527.0,5.0,5.0,5.0,5.0,10.0,10.0,74.0,22.0,730.0,146.0,74.0,22.0,74891.0,5397.0
6d73aa4b-1be4-426b-8d6b-c811bd2170fa,13.0,14.0,36.0,24.0,494.0,385.0,80.0,50.0,285.0,90.0,4738.0,2275.0,562.0,538.0,5.0,5.0,5.0,5.0,10.0,20.0,89.0,18.0,876.0,146.0,89.0,19.0,44407.0,7005.0
6e12238e-2105-4bd3-be42-9b2ce1bf4946,18.0,11.0,31.0,50.0,464.0,290.0,105.0,50.0,410.0,795.0,2928.0,1856.0,600.0,576.0,5.0,5.0,5.0,5.0,10.0,10.0,89.0,98.0,876.0,1241.0,88.0,99.0,41628.0,28951.0
6e60c67a-9bb0-4818-9625-1afe9788fe6b,18.0,22.0,20.0,25.0,537.0,611.0,135.0,130.0,170.0,260.0,6046.0,4117.0,631.0,640.0,5.0,5.0,5.0,5.0,10.0,10.0,113.0,137.0,876.0,1314.0,113.0,138.0,61203.0,84331.0
6fb4842f-8beb-4539-8b18-e21d89d3254e,15.0,16.0,23.0,34.0,454.0,448.0,70.0,65.0,230.0,525.0,2866.0,3279.0,598.0,562.0,5.0,5.0,5.0,5.0,10.0,10.0,112.0,78.0,876.0,803.0,112.0,79.0,51334.0,35191.0
7230d0d5-fab8-4462-9952-69aee6866b04,18.0,16.0,28.0,31.0,549.0,485.0,80.0,90.0,380.0,410.0,4731.0,4975.0,571.0,585.0,5.0,5.0,5.0,5.0,11.0,10.0,93.0,92.0,876.0,876.0,93.0,92.0,51451.0,45191.0
7398824b-a04d-4252-afe8-d0f392a5cd48,18.0,23.0,22.0,32.0,779.0,1089.0,115.0,160.0,125.0,730.0,9274.0,16054.0,856.0,848.0,5.0,5.0,5.0,5.0,10.0,10.0,108.0,118.0,876.0,1314.0,108.0,118.0,84516.0,128978.0
74d297cd-82c9-47d5-ad51-e135504abb2f,19.0,,25.0,,537.0,,60.0,,175.0,,1908.0,,552.0,,5.0,,5.0,,10.0,,16.0,,146.0,,16.0,,8689.0,
785e9e8e-4ab0-4686-a95e-a25c6c2e2eee,15.0,16.0,32.0,31.0,452.0,488.0,75.0,85.0,365.0,435.0,3381.0,2930.0,616.0,638.0,5.0,5.0,5.0,5.0,10.0,10.0,91.0,69.0,876.0,657.0,92.0,68.0,41708.0,33975.0
79d3d50d-b736-43ba-8979-8ba6ff3d1e48,15.0,16.0,18.0,26.0,355.0,303.0,110.0,200.0,135.0,180.0,10970.0,7901.0,836.0,539.0,5.0,5.0,5.0,5.0,10.0,10.0,129.0,154.0,876.0,1314.0,129.0,153.0,46521.0,47318.0
7afaa986-9de6-4efe-9057-3fa969b1760c,38.0,,120.0,,1610.0,,165.0,,430.0,,7255.0,,605.0,,5.0,,5.0,,10.0,,13.0,,438.0,,14.0,,21048.0,
811f021c-0ecf-4264-967d-f02f93c3d711,17.0,22.0,21.0,25.0,385.0,591.0,90.0,175.0,210.0,400.0,2289.0,5061.0,546.0,554.0,5.0,5.0,5.0,5.0,10.0,10.0,111.0,131.0,876.0,1241.0,111.0,131.0,43235.0,78092.0
848429d2-612d-4b1c-82ff-e51dc40d3d07,16.0,16.0,21.0,21.0,555.0,445.0,140.0,190.0,130.0,255.0,8451.0,10668.0,638.0,625.0,5.0,5.0,5.0,5.0,11.0,10.0,114.0,172.0,876.0,1314.0,115.0,172.0,63795.0,77307.0
85396fa9-14d7-47d6-9688-1771e6c3fa75,10.0,10.0,62.0,46.0,277.0,232.0,50.0,125.0,505.0,480.0,1981.0,3689.0,565.0,572.0,5.0,5.0,5.0,5.0,10.0,10.0,59.0,90.0,876.0,1022.0,60.0,90.0,16623.0,21269.0
86f36925-3207-486e-9f7f-c229efaae9c0,28.0,18.0,46.0,44.0,875.0,431.0,150.0,130.0,180.0,355.0,8645.0,4490.0,737.0,535.0,5.0,5.0,5.0,5.0,11.0,10.0,58.0,104.0,876.0,1314.0,59.0,105.0,51033.0,45331.0
