device_id,f_steps_avg_length_active_bout_minutes_ev_half_sem_2017-01-18,f_steps_avg_length_active_bout_minutes_ev_half_sem_2017-03-01,f_steps_avg_length_sedentary_bout_minutes_ev_half_sem_2017-01-18,f_steps_avg_length_sedentary_bout_minutes_ev_half_sem_2017-03-01,f_steps_avg_step_active_bout_ev_half_sem_2017-01-18,f_steps_avg_step_active_bout_ev_half_sem_2017-03-01,f_steps_max_length_active_bout_minutes_ev_half_sem_2017-01-18,f_steps_max_length_active_bout_minutes_ev_half_sem_2017-03-01,f_steps_max_length_sedentary_bout_minutes_ev_half_sem_2017-01-18,f_steps_max_length_sedentary_bout_minutes_ev_half_sem_2017-03-01,f_steps_max_step_active_bout_ev_half_sem_2017-01-18,f_steps_max_step_active_bout_ev_half_sem_2017-03-01,f_steps_max_steps_ev_half_sem_2017-01-18,f_steps_max_steps_ev_half_sem_2017-03-01,f_steps_min_length_active_bout_minutes_ev_half_sem_2017-01-18,f_steps_min_length_active_bout_minutes_ev_half_sem_2017-03-01,f_steps_min_length_sedentary_bout_minutes_ev_half_sem_2017-01-18,f_steps_min_length_sedentary_bout_minutes_ev_half_sem_2017-03-01,f_steps_min_step_active_bout_ev_half_sem_2017-01-18,f_steps_min_step_active_bout_ev_half_sem_2017-03-01,f_steps_num_active_bout_ev_half_sem_2017-01-18,f_steps_num_active_bout_ev_half_sem_2017-03-01,f_steps_num_samples_steps_ev_half_sem_2017-01-18,f_steps_num_samples_steps_ev_half_sem_2017-03-01,f_steps_num_sedentary_bout_ev_half_sem_2017-01-18,f_steps_num_sedentary_bout_ev_half_sem_2017-03-01,f_steps_sum_steps_ev_half_sem_2017-01-18,f_steps_sum_steps_ev_half_sem_2017-03-01
34944ff7-1853-4fec-8d7d-73fc52bfa824,69,60.0,96,137.0,2076,2128.0,1160,1150.0,1470,1285.0,98083,62127.0,610,593.0,5,5.0,5,5.0,10,10.0,355,50.0,11808,2016.0,356,51.0,742668,106606.0
36492618-666c-4b87-9770-bcb67d2ca3de,52,60.0,88,98.0,1331,1735.0,1165,1200.0,2535,1300.0,99733,124383.0,625,604.0,5,5.0,5,5.0,10,10.0,430,571.0,12096,18144.0,430,572.0,575004,999322.0
3698dbcf-6b9e-4b00-a15a-f2cb26e6639d,44,59.0,147,135.0,1321,2660.0,1130,1130.0,1220,1350.0,119289,180381.0,827,829.0,5,5.0,5,5.0,10,10.0,314,463.0,12096,18144.0,315,464.0,424456,1239113.0
38861b6b-d04b-4f1f-8c17-c3c0a9f0a221,37,51.0,120,121.0,807,1438.0,1210,1185.0,1270,2530.0,22380,100059.0,894,880.0,5,5.0,5,5.0,10,10.0,383,491.0,12096,16992.0,384,491.0,310638,710012.0
38edf5e3-bd76-4ec3-b1fc-c134915743c7,58,30.0,210,181.0,750,713.0,1200,1085.0,2800,2885.0,9141,20559.0,770,798.0,5,5.0,5,5.0,10,10.0,138,67.0,7488,2880.0,139,68.0,105612,48018.0
395bf3f4-ec02-494f-8f45-30ab62eda8e7,63,51.0,87,101.0,1212,1581.0,1215,1290.0,2565,2885.0,56187,119645.0,787,814.0,5,5.0,5,5.0,10,10.0,400,571.0,12096,17568.0,401,571.0,487085,912934.0
3b9d6c27-13cc-47d9-b00e-af2e0d3d0009,90,87.0,64,77.0,1785,2616.0,1180,1205.0,1160,1560.0,72807,136354.0,715,719.0,5,5.0,5,5.0,10,10.0,390,496.0,12096,16416.0,390,497.0,701458,1304210.0
3bf51a01-8625-4c9b-a16c-24d10ccf8ae5,118,102.0,54,97.0,3810,2842.0,1310,1230.0,1170,2520.0,127099,107091.0,845,839.0,5,5.0,5,5.0,10,10.0,349,267.0,12096,10656.0,348,267.0,1335566,765343.0
3dcb435d-656f-405f-81a1-49f7eae6c25e,47,63.0,118,107.0,837,1367.0,1160,1265.0,1385,2665.0,64461,104714.0,612,624.0,5,5.0,5,5.0,10,10.0,365,504.0,12096,17280.0,366,505.0,310680,694438.0
3fa86602-fc33-4c6f-9b3e-2cebd95104ee,54,52.0,134,129.0,1086,1105.0,1135,1185.0,1295,1595.0,92153,120292.0,589,873.0,5,5.0,5,5.0,10,10.0,321,466.0,12096,16992.0,321,467.0,357884,524779.0
3ff2b7eb-622c-4ae9-9d89-7d2af5430d34,57,64.0,127,131.0,1214,1643.0,1180,1205.0,1290,2560.0,61672,86659.0,752,762.0,5,5.0,5,5.0,10,10.0,327,448.0,12096,17568.0,327,447.0,399377,743461.0
417abe6d-ef78-4f01-b632-844af6cb8fe7,48,47.0,91,141.0,1293,842.0,1120,1135.0,2605,2820.0,98184,33793.0,617,605.0,5,5.0,5,5.0,10,10.0,433,282.0,12096,10656.0,432,282.0,562072,239770.0
447a64e5-f754-4082-b0fa-0000f34eeda8,63,89.0,70,73.0,1385,1892.0,1155,1380.0,1175,2520.0,72412,115492.0,760,680.0,5,5.0,5,5.0,10,10.0,452,559.0,12096,18144.0,453,560.0,636307,1065361.0
44ff689e-4138-43cc-8f6d-2d8323125ee1,73,64.0,137,151.0,2388,2312.0,1220,1125.0,2620,2580.0,116831,100440.0,853,602.0,5,5.0,5,5.0,10,10.0,288,220.0,12096,9504.0,287,220.0,688986,513599.0
4522b36a-6215-4768-b42a-55e79677d4ec,30,48.0,165,125.0,519,825.0,1160,1175.0,2635,1685.0,27743,36470.0,632,675.0,5,5.0,5,5.0,10,10.0,307,480.0,12096,16704.0,308,481.0,162395,399533.0
4d4c47ec-5a3c-4c9c-b32b-83da30500857,33,47.0,213,190.0,1158,960.0,1175,1235.0,1405,2755.0,91481,63876.0,679,578.0,5,5.0,5,5.0,10,10.0,244,338.0,12096,16128.0,245,339.0,287309,328642.0
4de0beb1-cfa8-4410-809d-d05322b1a0c8,51,64.0,84,86.0,1028,1472.0,1195,1195.0,1285,1385.0,73564,120840.0,619,593.0,5,5.0,5,5.0,10,10.0,444,604.0,12096,18144.0,444,603.0,463426,898587.0
4e20289a-32ca-47be-a2c5-f0bd66ab9176,68,62.0,104,127.0,1648,2080.0,1245,1140.0,2570,2525.0,101527,113901.0,657,583.0,5,5.0,5,5.0,10,10.0,349,241.0,12096,9216.0,350,242.0,579728,506740.0
5542666d-5bf4-4a1b-b17c-e3580c4cd773,52,65.0,90,83.0,743,1403.0,1115,1235.0,1360,1380.0,75830,118339.0,656,716.0,5,5.0,5,5.0,10,10.0,423,609.0,12096,18144.0,423,610.0,322638,863961.0
5a5e44dd-1b8f-4c26-ba16-65593a8b59eb,57,49.0,83,123.0,781,712.0,1130,1140.0,1225,1290.0,41360,14647.0,853,835.0,5,5.0,5,5.0,10,10.0,429,524.0,12096,18144.0,428,524.0,342420,381244.0
5a6686fd-5017-4c17-9dd4-4081d5448b7d,28,44.0,115,146.0,578,803.0,1105,1220.0,1285,2630.0,30024,26105.0,879,867.0,5,5.0,5,5.0,10,10.0,421,467.0,12096,17856.0,422,468.0,247568,380335.0
5d02f383-d24c-4902-b728-1380c99105ee,49,73.0,119,113.0,1052,1492.0,1305,1270.0,1475,2575.0,77067,108422.0,620,606.0,5,5.0,5,5.0,10,10.0,358,469.0,12096,17568.0,358,469.0,380278,711282.0
626aaffc-c174-48ca-a179-cab025b9bc98,61,52.0,92,134.0,1312,918.0,1140,1135.0,2525,3155.0,90487,115555.0,575,582.0,5,5.0,5,5.0,10,10.0,393,414.0,12096,15552.0,393,415.0,520762,387347.0
649357ac-11ab-4fc7-acd2-816a3844d81b,74,75.0,98,83.0,2371,1916.0,1150,1375.0,2585,2610.0,159342,103882.0,784,770.0,5,5.0,5,5.0,10,10.0,350,571.0,12096,18144.0,349,571.0,836603,1099650.0
64e25c38-ee68-4e06-8990-09ba71759cf1,41,30.0,163,208.0,1101,445.0,1215,1185.0,1480,1500.0,78192,21588.0,566,592.0,5,5.0,5,5.0,10,10.0,293,373.0,12096,17856.0,294,374.0,326915,175525.0
65e91776-4319-4b41-ae66-28db6473fc60,43,69.0,121,135.0,978,4434.0,1165,1295.0,2600,4300.0,102009,190763.0,884,866.0,5,5.0,5,5.0,10,10.0,366,428.0,12096,17568.0,367,429.0,363773,1905392.0
65f4b507-b48a-416d-ac1f-2678e3f954d8,23,,165,,655,,1100,,1335,,53842,,604,,5,,5,,10,,167,,6336,,168,,112185,
66368d24-f87e-4db0-ab9d-c450c33becf3,76,76.0,94,95.0,2069,1771.0,1235,1160.0,1475,2540.0,85827,111097.0,588,590.0,5,5.0,5,5.0,10,10.0,261,527.0,8928,18144.0,262,528.0,543788,940981.0
66b66952-ae50-46c4-8f79-1d2117ac6691,60,50.0,109,123.0,1351,1256.0,1215,1165.0,1240,2760.0,74938,89726.0,566,779.0,5,5.0,5,5.0,10,10.0,356,380.0,12096,13248.0,356,381.0,490459,483220.0
687020d4-2b4c-483d-9124-ca34195f8af7,26,26.0,167,188.0,433,908.0,1095,1135.0,1430,2640.0,19656,97293.0,672,603.0,5,5.0,5,5.0,10,10.0,310,401.0,12096,17280.0,311,402.0,139445,370624.0
699a92cf-42b7-4a29-bd1b-edf43d06dd54,60,,102,,1963,,1150,,1460,,68137,,556,,5,,5,,10,,203,,6624,,204,,400998,
69d0a3bb-40c8-42a8-838d-1bb275f28d1b,66,44.0,84,100.0,1732,1466.0,1175,1150.0,1335,1370.0,87480,116978.0,577,808.0,5,5.0,5,5.0,10,10.0,402,627.0,12096,18144.0,402,628.0,705420,925078.0
6afbdb8a-a1cf-4248-852a-24e56ee5766a,103,151.0,74,219.0,3580,6944.0,1280,1220.0,1475,2715.0,123562,112700.0,780,698.0,5,5.0,5,5.0,10,10.0,315,35.0,11232,2592.0,315,35.0,1129228,243256.0
6d73aa4b-1be4-426b-8d6b-c811bd2170fa,61,42.0,155,191.0,1809,1862.0,1165,1085.0,2565,1475.0,85615,52382.0,594,553.0,5,5.0,5,5.0,10,10.0,265,36.0,11520,1728.0,266,37.0,483565,67233.0
6e12238e-2105-4bd3-be42-9b2ce1bf4946,47,49.0,109,121.0,786,975.0,1115,1185.0,1285,2670.0,40061,71514.0,598,601.0,5,5.0,5,5.0,10,10.0,384,522.0,12096,17856.0,385,522.0,308944,518268.0
6e60c67a-9bb0-4818-9625-1afe9788fe6b,31,44.0,120,110.0,629,959.0,1325,1295.0,1320,1255.0,58141,55193.0,631,652.0,5,5.0,5,5.0,10,10.0,397,584.0,12096,18144.0,398,585.0,255010,567766.0
6fb4842f-8beb-4539-8b18-e21d89d3254e,68,67.0,102,188.0,1297,1335.0,1215,1150.0,1470,4175.0,74304,104264.0,830,603.0,5,5.0,5,5.0,10,10.0,354,207.0,12096,10656.0,355,208.0,467293,280956.0
7230d0d5-fab8-4462-9952-69aee6866b04,43,54.0,122,126.0,657,1028.0,1115,1185.0,2525,2550.0,34813,37919.0,597,825.0,5,5.0,5,5.0,10,10.0,364,325.0,12096,11808.0,365,326.0,240931,340000.0
7398824b-a04d-4252-afe8-d0f392a5cd48,62,60.0,113,145.0,1494,1892.0,1210,1210.0,1180,7015.0,47959,130521.0,842,874.0,5,5.0,5,5.0,10,10.0,343,440.0,12096,18144.0,344,441.0,518335,844146.0
74d297cd-82c9-47d5-ad51-e135504abb2f,71,,115,,2098,,1225,,2735,,99250,,757,,5,,5,,10,,100,,3744,,100,,214056,
785e9e8e-4ab0-4686-a95e-a25c6c2e2eee,69,98.0,86,94.0,1731,3760.0,1280,1205.0,1440,2635.0,104157,122311.0,607,650.0,5,5.0,5,5.0,10,10.0,387,268.0,12096,10368.0,387,268.0,675086,1013346.0
79d3d50d-b736-43ba-8979-8ba6ff3d1e48,47,54.0,87,103.0,764,676.0,1105,1140.0,1290,2585.0,92620,48084.0,718,622.0,5,5.0,5,5.0,10,10.0,447,575.0,12096,18144.0,448,575.0,349164,394731.0
7afaa986-9de6-4efe-9057-3fa969b1760c,72,,232,,1537,,1185,,3090,,55398,,586,,5,,5,,10,,122,,7488,,123,,191077,
811f021c-0ecf-4264-967d-f02f93c3d711,45,68.0,90,109.0,882,1511.0,1140,1140.0,2535,4330.0,85388,110122.0,563,619.0,5,5.0,5,5.0,10,10.0,444,460.0,12096,16416.0,444,460.0,398826,705125.0
848429d2-612d-4b1c-82ff-e51dc40d3d07,46,58.0,116,105.0,1113,2126.0,1295,1325.0,1330,1420.0,102561,153836.0,674,722.0,5,5.0,5,5.0,10,10.0,371,555.0,12096,18144.0,371,556.0,416980,1188585.0
85396fa9-14d7-47d6-9688-1771e6c3fa75,25,60.0,167,198.0,307,1314.0,1135,1165.0,2585,2845.0,7672,95621.0,559,705.0,5,5.0,5,5.0,10,10.0,313,282.0,12096,14688.0,313,283.0,97509,371829.0
86f36925-3207-486e-9f7f-c229efaae9c0,119,107.0,56,67.0,3799,4861.0,1315,1295.0,1275,1440.0,102257,122213.0,790,617.0,5,5.0,5,5.0,10,10.0,344,520.0,12096,18144.0,343,520.0,1311056,2534625.0
87046549-2960-43b1-b1b9-358aac851b8a,54,54.0,102,91.0,713,1188.0,1190,1145.0,1230,1365.0,24339,113320.0,652,644.0,5,5.0,5,5.0,10,10.0,385,620.0,12096,18144.0,386,620.0,281931,749848.0
876f9317-9823-4ecb-9290-1b1cbd2ded3c,29,50.0,97,82.0,582,1035.0,1185,1245.0,2520,2540.0,47934,101493.0,605,687.0,5,5.0,5,5.0,10,10.0,465,683.0,11808,18144.0,465,684.0,283785,712081.0
88d687ca-537d-4592-8691-22feeb116122,54,58.0,70,80.0,1389,1141.0,1240,1120.0,1255,1570.0,99796,89302.0,673,843.0,5,5.0,5,5.0,10,10.0,483,655.0,12096,18144.0,483,655.0,678122,757912.0
8cf6b2a5-ca26-48cd-86e0-d3eca61d264b,12,,193,,246,,40,,1475,,1553,,523,,5,,5,,10,,34,,1440,,35,,8569,
924b4f99-c800-4f5f-9159-8b47a317ef34,51,48.0,104,116.0,1145,879.0,1115,1125.0,1200,2560.0,91666,52704.0,720,629.0,5,5.0,5,5.0,10,10.0,387,548.0,12096,18144.0,388,549.0,448948,489412.0
94aac48e-7cbb-4a8c-b47a-052d28eefa5a,48,53.0,105,136.0,1746,1348.0,1170,1145.0,1315,2685.0,144231,107001.0,843,608.0,5,5.0,5,5.0,10,10.0,318,371.0,9792,14112.0,318,372.0,559187,509216.0
94c99ead-4f3e-4c68-8f51-08af25c64920,40,49.0,121,146.0,557,274.0,1115,1080.0,2890,1475.0,55179,4968.0,543,319.0,5,5.0,5,5.0,10,10.0,300,58.0,9792,2304.0,301,59.0,170267,16092.0
95940265-9599-4ab5-bccf-b7d64e75f3f6,54,91.0,103,91.0,876,2192.0,1170,1360.0,1235,2565.0,55246,109008.0,621,608.0,5,5.0,5,5.0,10,10.0,383,463.0,12096,16992.0,384,464.0,340753,1032547.0
9a035626-2e6c-4aa5-a6cb-e47403a39d00,71,75.0,88,64.0,2250,2722.0,1280,1255.0,1165,1220.0,95508,120175.0,597,789.0,5,5.0,5,5.0,10,10.0,378,649.0,12096,18144.0,378,650.0,856052,1781000.0
9bb46002-6fdb-4287-bfd3-bc3e2e57785f,58,64.0,147,181.0,1261,1390.0,1150,1115.0,1430,2795.0,93991,88492.0,633,643.0,5,5.0,5,5.0,10,10.0,294,358.0,12096,17568.0,294,358.0,375438,501820.0
9d37754d-fb9f-46cf-a2a8-1232f3ad1071,8,46.0,404,194.0,86,1254.0,15,1120.0,1570,4360.0,279,120422.0,269,679.0,5,5.0,5,5.0,11,10.0,6,167.0,576,8064.0,7,167.0,557,210396.0
9e7d28be-3a29-406b-b3e3-d2fd2414605c,31,62.0,130,106.0,715,1257.0,1120,1275.0,1375,1265.0,92978,122901.0,601,786.0,5,5.0,5,5.0,10,10.0,373,537.0,12096,18144.0,374,538.0,268704,687805.0
a2952ecb-5ee6-454a-81a6-16e908ee2e18,79,70.0,80,99.0,1718,1896.0,1215,1230.0,1330,2530.0,70433,93016.0,790,683.0,5,5.0,5,5.0,10,10.0,377,535.0,12096,18144.0,377,534.0,657833,1028009.0
a36f9b21-57f2-46ef-bb33-a65e0c2b642c,38,62.0,127,98.0,707,1408.0,1105,1130.0,1210,1260.0,69737,118127.0,567,686.0,5,5.0,5,5.0,10,10.0,364,561.0,12096,18144.0,364,561.0,264265,802294.0
a3aa60d3-8acb-4e7b-b324-ac85c6c074d2,47,54.0,142,128.0,667,1034.0,1185,1155.0,2560,2570.0,15248,62744.0,635,608.0,5,5.0,5,5.0,10,10.0,235,488.0,8928,17856.0,236,489.0,165584,512835.0
a5ea9d2e-766c-4a6b-87b2-8bc4fe445a63,46,65.0,125,116.0,985,1030.0,1180,1110.0,1480,4090.0,57161,44073.0,678,674.0,5,5.0,5,5.0,10,10.0,308,262.0,10656,9504.0,309,262.0,309527,279677.0
a8ba94f4-d3e6-452c-adf8-4d1e0984a6d1,58,53.0,97,105.0,1559,1498.0,1155,1160.0,1220,1440.0,108183,113942.0,629,636.0,5,5.0,5,5.0,10,10.0,387,570.0,12096,18144.0,388,570.0,607006,857843.0
a9836b94-4e9e-498f-aa65-0cd76d330641,74,57.0,99,115.0,1652,1363.0,1240,1175.0,1245,1325.0,104734,87571.0,633,855.0,5,5.0,5,5.0,10,10.0,346,516.0,12096,17856.0,347,517.0,577135,711500.0
ad5083ca-82c9-435b-9776-03837a5aed8c,50,52.0,108,85.0,734,738.0,1140,1175.0,1335,1185.0,40414,44546.0,647,565.0,5,5.0,5,5.0,10,10.0,379,660.0,12096,18144.0,379,661.0,292964,492188.0
ad6f1e0f-32ef-4b74-9c04-876609ba1e55,11,93.0,203,160.0,191,712.0,70,1095.0,2855,1410.0,2379,11093.0,639,577.0,5,5.0,5,5.0,10,10.0,141,39.0,6048,2016.0,141,40.0,29660,27976.0
afeb5dcc-28b1-4088-9942-3e24bc05508d,72,60.0,110,123.0,2340,1853.0,1180,1275.0,1395,1495.0,103997,95118.0,604,614.0,5,5.0,5,5.0,10,10.0,330,492.0,12096,18144.0,331,492.0,778260,918407.0
b1ea5753-4aac-464c-996b-52c418e5782c,56,67.0,79,98.0,1261,1427.0,1255,1295.0,1375,2600.0,74387,69978.0,795,814.0,5,5.0,5,5.0,10,10.0,445,548.0,12096,18144.0,445,547.0,573630,791652.0
b24dc8d4-e952-4d4a-bbd8-0841ea7d87ee,73,52.0,123,169.0,1474,1263.0,1145,1125.0,1445,2595.0,80189,57672.0,615,615.0,5,5.0,5,5.0,10,10.0,276,142.0,10944,6336.0,277,143.0,410319,181014.0
b36df7c0-cf05-42de-9ed6-704c2f02e3da,55,48.0,128,137.0,1559,1651.0,1205,1130.0,2925,2525.0,96046,40981.0,635,636.0,5,5.0,5,5.0,10,10.0,251,92.0,9216,3456.0,251,93.0,397006,152274.0
